,Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,SalePrice,logSalePrice,RoofMatl_compshg,RoofMatl_membran,RoofMatl_metal,RoofMatl_roll,RoofMatl_tar&grv,RoofMatl_wdshake,RoofMatl_wdshngl,CentralAir_y,Exterior1st_asphshn,Exterior1st_brkcomm,Exterior1st_brkface,Exterior1st_cblock,Exterior1st_cemntbd,Exterior1st_hdboard,Exterior1st_imstucc,Exterior1st_metalsd,Exterior1st_plywood,Exterior1st_stone,Exterior1st_stucco,Exterior1st_vinylsd,Exterior1st_wd sdng,Exterior1st_wdshing,Exterior2nd_asphshn,Exterior2nd_brk cmn,Exterior2nd_brkface,Exterior2nd_cblock,Exterior2nd_cmentbd,Exterior2nd_hdboard,Exterior2nd_imstucc,Exterior2nd_metalsd,Exterior2nd_other,Exterior2nd_plywood,Exterior2nd_stone,Exterior2nd_stucco,Exterior2nd_vinylsd,Exterior2nd_wd sdng,Exterior2nd_wd shng,Foundation_cblock,Foundation_pconc,Foundation_slab,Foundation_stone,Foundation_wood,MasVnrType_brkface,MasVnrType_nothing,MasVnrType_stone,PavedDrive_p,PavedDrive_y,Heating_gasa,Heating_gasw,Heating_grav,Heating_othw,Heating_wall,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
1209,1210,8,5,4,2,8,1,2,2,3,5,5,4,4,6,1,8,1220,420,0,1,372,3,0,3320,0.26506024096385544,290000,12.577636201962656,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1210,1211,6,5,4,2,8,1,1,2,3,4,5,4,3,1,1,8,0,0,0,1,739,2,1,2900,1.0,189000,12.14950229404178,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1211,1212,8,7,3,2,8,0,3,2,3,4,4,4,0,6,1,8,427,0,0,1,337,2,0,2311,0.23613595706618962,164000,12.007621706806335,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1212,1213,4,6,3,1,8,0,1,1,3,3,3,3,0,3,1,4,344,0,0,1,113,2,0,1344,0.4880952380952381,113000,11.635143097694478,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1213,1214,4,9,3,1,8,0,3,1,3,3,5,3,0,6,1,3,648,0,0,1,88,1,1,1608,0.0,145000,11.884489021402711,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1214,1215,5,5,3,1,8,0,3,1,3,3,3,3,0,4,1,6,784,0,0,1,222,2,0,1924,0.15243243243243243,134500,11.809319478024031,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1215,1216,5,5,3,1,8,0,1,2,3,3,3,3,0,3,2,5,180,0,374,1,0,1,0,1788,0.38031319910514544,125000,11.736069016284437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1216,1217,6,5,3,2,8,0,0,1,3,0,3,3,0,0,0,8,0,0,0,2,0,2,0,1902,0.0,112000,11.626254150277232,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1217,1218,8,5,4,2,8,0,2,2,3,4,5,4,0,6,1,6,936,72,0,1,247,3,0,2614,0.28,229456,12.343466568968994,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1218,1219,4,5,3,0,8,0,0,0,0,0,4,3,0,0,0,3,0,0,0,1,0,1,0,912,0.0,80500,11.296012463406655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1219,1220,6,5,3,0,8,0,1,0,0,3,3,3,0,1,1,7,0,236,0,1,201,1,1,1890,1.0,91500,11.424094251263613,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1220,1221,5,5,3,1,8,0,1,1,3,3,3,3,0,3,2,5,312,0,600,1,0,1,0,1824,0.0,115000,11.652687407345388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1221,1222,5,5,3,1,8,1,1,1,3,3,5,3,3,4,2,5,250,0,492,1,63,1,0,2163,0.22058823529411764,134000,11.805595078933049,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1222,1223,6,6,3,1,8,1,2,1,3,3,5,3,4,3,1,7,196,320,0,1,0,2,0,2886,0.8115384615384615,143000,11.870599909242044,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1223,1224,5,3,3,2,5,0,1,1,3,3,3,3,0,2,1,7,756,44,0,1,30,2,0,4272,0.6460674157303371,137900,11.834284063781393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1224,1225,7,5,4,2,8,1,3,3,3,4,5,4,4,6,1,8,724,0,0,1,175,3,1,2278,0.08121827411167512,184000,12.122691036591123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1225,1226,6,8,3,1,8,0,3,2,3,3,5,3,0,6,1,6,507,63,0,1,224,1,1,1726,0.1377551020408163,145000,11.884489021402711,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1226,1227,6,5,4,3,8,1,2,3,3,4,5,4,4,1,1,9,0,74,0,1,118,2,1,2827,1.0,214000,12.273731294003989,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1227,1228,5,8,4,2,8,0,1,1,3,3,5,3,0,5,1,5,595,300,0,1,240,2,0,1824,0.3475877192982456,147000,11.898187865760873,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1228,1229,9,5,5,3,8,1,1,3,3,5,5,5,4,6,1,7,1540,766,0,1,296,2,1,3404,0.09518213866039953,367294,12.813917896253697,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1229,1230,5,5,3,1,4,0,1,1,3,3,4,3,0,5,1,7,666,0,0,1,0,2,0,2582,0.38046511627906976,127000,11.751942365440728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1230,1231,5,5,3,2,8,1,1,2,3,4,5,3,3,6,3,12,498,1,211,2,324,2,2,3981,0.4790595150624541,190000,12.154779351142624,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1231,1232,5,6,3,2,8,0,3,1,3,3,3,3,0,5,1,6,803,120,0,1,18,2,0,2296,0.2739602169981917,132500,11.794337924408413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1232,1233,4,5,3,2,8,0,0,1,3,0,3,3,0,0,0,6,0,0,0,2,0,2,0,1224,0.0,101800,11.53076538309856,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1233,1234,5,5,3,2,8,0,1,2,3,3,2,3,0,3,1,6,1000,180,0,1,0,2,0,2376,0.15824915824915825,142000,11.863582336583399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1234,1235,5,6,3,0,8,0,3,0,0,3,3,3,0,1,1,7,0,0,0,1,192,1,1,2904,1.0,130000,11.77528972943772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1235,1236,5,5,3,1,8,0,2,1,2,4,4,3,0,1,1,9,0,0,0,1,243,1,1,2531,1.0,138887,11.841415931849784,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1236,1237,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,106,0,1,27,2,1,2390,1.0,175500,12.075394321888057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1237,1238,7,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,148,2,1,2795,1.0,195000,12.180754837545884,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1238,1239,6,5,3,2,8,0,1,1,3,4,5,4,0,1,1,6,0,0,0,1,0,1,1,2282,1.0,142500,11.867097278690842,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1239,1240,8,5,5,2,8,1,3,2,3,4,5,4,4,6,1,6,428,32,0,1,153,2,0,2960,0.7100271002710027,265900,12.490875577231112,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1240,1241,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,8,550,252,0,1,63,3,1,2652,0.3778280542986425,224900,12.323411137947407,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1241,1242,7,6,4,3,8,0,3,2,3,4,5,4,0,1,1,7,0,0,0,1,56,2,0,3378,1.0,248328,12.422505731952896,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1242,1243,7,6,4,2,8,2,4,2,3,4,3,3,3,6,2,6,885,81,168,1,120,3,0,2226,0.0,170000,12.043553716032399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1243,1244,10,5,5,3,8,1,4,3,3,5,5,5,4,6,1,7,1386,0,0,1,445,3,1,4152,0.33236994219653176,465000,13.049792684569493,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1244,1245,8,7,4,2,8,2,1,1,3,4,2,3,4,1,1,7,0,0,0,1,0,1,0,2309,1.0,230000,12.345834587905333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1245,1246,6,7,3,2,8,1,1,3,3,4,5,3,3,1,1,7,0,74,0,1,527,3,1,2453,1.0,178000,12.089538829274222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1246,1247,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,6,0,0,0,1,45,2,1,2309,1.0,186500,12.136186518066006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1247,1248,6,5,3,3,8,0,3,1,3,3,3,3,0,6,1,6,539,335,0,1,0,2,0,2046,0.4673913043478261,169900,12.042965307660024,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1248,1249,6,5,3,2,8,1,1,1,2,4,2,3,4,3,1,8,319,0,0,1,259,1,1,2793,0.5659863945578232,129500,11.771436160121729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1249,1250,5,7,3,1,8,0,1,1,3,3,3,3,0,4,3,6,534,0,96,1,80,1,0,1864,0.2808219178082192,119000,11.686878772093667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1250,1251,7,5,5,2,8,2,1,3,3,3,5,4,3,5,1,8,1065,0,0,1,0,3,1,4220,0.495260663507109,244000,12.404923504275338,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1251,1252,7,5,4,2,8,1,1,2,3,4,5,4,4,1,1,6,0,163,0,1,184,2,0,2810,1.0,171750,12.053795210084596,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1252,1253,5,6,3,1,8,0,1,2,3,3,3,3,0,4,1,5,510,0,0,1,33,2,0,1738,0.4097222222222222,130000,11.77528972943772,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1253,1254,7,7,4,2,8,2,4,2,3,3,3,4,4,2,5,9,125,0,1031,1,267,3,1,3359,0.030201342281879196,294000,12.591335046320818,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1254,1255,7,5,4,2,8,1,1,3,3,4,5,4,4,1,1,7,0,92,0,1,306,2,1,2402,1.0,165400,12.016122061571728,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1255,1256,6,6,3,1,8,1,1,1,3,3,3,3,4,2,1,6,425,0,0,1,120,1,0,2251,0.5192307692307693,127500,11.755871643580617,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1256,1257,8,5,4,2,8,1,4,3,3,4,5,4,3,6,1,7,1314,554,0,1,298,3,0,3973,0.338368580060423,301500,12.616525295149378,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1257,1258,5,8,3,0,8,0,1,0,0,2,5,3,0,1,1,4,0,0,0,1,96,1,0,1728,1.0,99900,11.511924964636645,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1258,1259,7,5,4,2,8,0,4,3,3,4,5,4,0,6,1,5,655,182,0,1,212,3,0,2022,0.23481308411214954,190000,12.154779351142624,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1259,1260,6,8,3,2,8,0,1,1,3,4,4,3,0,5,2,6,602,0,438,1,260,2,1,2108,0.013282732447817837,151000,11.925035115797062,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1260,1261,6,5,3,2,8,1,1,3,3,4,5,3,3,1,1,7,0,0,0,1,103,2,1,2516,1.0,181000,12.106252310247962,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1261,1262,5,6,3,1,8,0,1,1,3,3,4,3,0,3,1,5,504,0,0,1,0,1,0,2100,0.52,128900,11.766792188927278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1262,1263,4,5,3,1,6,2,3,1,3,3,5,3,3,1,1,8,0,0,0,1,120,2,0,2892,1.0,161500,11.992260421644849,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1263,1264,6,6,3,2,8,1,1,1,3,3,5,3,4,1,1,8,0,0,0,1,126,1,0,2588,1.0,180500,12.103486056755072,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1264,1265,6,5,4,2,8,0,1,3,3,4,5,4,0,6,1,5,266,0,0,1,212,3,0,2742,0.8106761565836299,181000,12.106252310247962,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1265,1266,7,5,4,2,8,0,1,1,3,4,5,4,0,6,1,6,450,218,0,1,34,3,1,2143,0.34876989869753977,183900,12.122147410592412,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1266,1267,7,4,3,1,8,1,1,1,3,3,3,2,4,1,1,9,0,0,0,2,264,1,1,2814,1.0,122000,11.711776323715394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1267,1268,9,5,5,3,8,1,4,3,3,5,5,5,4,1,1,10,0,0,0,1,220,2,0,4020,1.0,378500,12.84397135185964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1268,1269,8,9,4,3,8,2,2,1,3,3,5,3,4,3,1,11,192,632,0,1,326,3,1,4175,0.7362637362637363,381000,12.850554654108839,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1269,1270,5,5,3,1,8,0,1,1,3,3,3,3,0,4,1,7,460,180,0,1,0,1,1,2398,0.47368421052631576,144000,11.877568578558138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1270,1271,7,6,4,2,8,1,4,3,3,4,3,4,3,6,1,4,1258,0,0,1,268,2,1,2856,0.05555555555555555,260000,12.468436909997665,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1271,1272,6,7,4,2,8,1,1,2,3,3,4,3,4,1,1,7,0,0,0,1,0,2,0,2978,1.0,185750,12.132156962580005,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1272,1273,5,6,3,1,8,0,1,1,3,3,3,3,0,4,2,5,560,114,375,1,180,2,0,1870,0.0,137000,11.827736204810263,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1273,1274,6,7,5,1,8,1,3,2,3,3,4,3,4,5,1,5,719,84,0,1,163,2,0,2376,0.2944062806673209,177000,12.083905011555967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1274,1275,5,6,3,2,8,1,1,1,3,3,5,3,4,1,1,8,0,0,0,1,323,2,0,1911,1.0,139000,11.842229212112828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1275,1276,5,5,3,2,8,0,1,1,3,3,4,3,0,3,1,10,220,567,0,2,0,2,0,2848,0.7629310344827587,137000,11.827736204810263,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1276,1277,6,6,3,2,8,1,1,1,3,3,3,3,3,4,1,6,593,0,0,1,410,1,2,2118,0.1798063623789765,162000,11.99535161421452,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1277,1278,6,5,3,2,8,1,3,2,3,4,2,3,4,5,1,7,528,359,0,1,0,2,1,3404,0.6857142857142857,197900,12.195517131590657,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1278,1279,8,5,4,2,8,1,1,2,3,4,5,4,4,6,1,7,804,0,0,1,211,3,1,3159,0.2872340425531915,237000,12.375815420117268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1279,1280,4,4,3,2,8,0,1,2,3,3,3,3,0,1,1,6,0,0,0,1,194,1,0,1826,1.0,68400,11.133128103610641,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
