,OverallQual,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,MasVnrArea,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,UnfBsmt,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y,Electrical_fusef,Electrical_fusep,Electrical_mix,Electrical_sbrkr
554,7,4,3,8,1,1,2,3,4,5,4,4,6,1,8,292,1,382,3,1,3044,0.13226452905811625,12.556729517143346,1,0,1,0,0,0,1
555,5,3,1,8,1,1,1,3,3,3,3,4,1,1,5,0,1,116,1,0,2041,1.0,11.635143097694476,1,0,1,0,0,0,0
556,5,3,1,8,1,1,3,3,3,3,3,3,3,1,6,0,1,390,2,0,2184,0.1804029304029304,11.856515169360303,1,0,1,0,0,0,0
557,4,3,1,8,0,1,1,3,3,4,3,0,3,1,7,0,1,167,1,1,1973,0.0,11.589886506106355,1,0,1,0,0,0,1
558,7,3,2,8,1,4,1,3,4,5,3,3,6,1,6,0,1,286,2,2,2175,0.17146776406035666,12.072541252905653,1,0,1,0,0,0,1
559,7,4,2,8,1,4,3,3,4,5,4,3,1,1,7,18,1,163,2,0,2931,1.0,12.36307639433984,1,0,1,0,0,0,1
560,5,3,2,5,1,1,1,3,4,3,3,4,5,1,5,180,1,95,2,1,2784,0.06465517241379311,11.70766954176274,1,0,1,0,0,0,1
561,5,3,2,8,1,3,2,3,4,4,3,3,5,2,6,0,1,278,2,0,2778,0.14038876889848811,12.0435537160324,1,0,1,0,0,0,1
562,5,3,0,8,1,1,0,0,3,5,3,4,4,1,6,0,1,144,2,0,1992,0.7088353413654619,11.589886506106355,1,0,1,0,0,0,1
563,6,3,2,8,1,2,3,3,4,5,3,4,1,1,8,0,1,252,2,0,2837,1.0,12.128111104060464,1,0,0,0,0,0,1
564,7,4,2,8,1,1,2,3,4,5,4,3,6,1,9,0,1,40,3,1,3390,0.33515981735159817,12.498742259492994,1,0,1,0,0,0,1
565,6,2,1,8,0,1,1,3,4,3,3,0,1,1,6,0,1,202,2,1,2453,1.0,11.759785542901756,0,0,1,1,0,0,0
566,9,5,3,8,1,1,3,3,4,5,4,4,1,1,11,245,1,183,2,1,3626,1.0,12.691580461311874,1,0,1,0,0,0,1
567,7,4,2,8,0,1,2,3,4,5,4,0,6,1,7,168,1,0,2,0,3052,0.9986816084377059,12.273731294003987,1,0,1,0,0,0,1
568,8,4,2,6,1,4,3,4,4,5,4,4,6,1,5,0,1,389,2,1,3628,0.036764705882352935,12.66539442642905,1,0,1,0,0,0,1
569,5,3,2,8,2,4,1,3,4,3,3,3,6,1,4,0,1,42,2,0,1886,0.0,11.820116003810053,1,0,1,0,0,0,1
570,5,3,2,8,0,1,1,3,3,3,3,0,2,1,10,108,2,0,2,0,3456,0.8663194444444444,11.867798786962332,1,0,1,0,0,0,1
571,6,4,1,8,0,1,1,3,3,5,3,0,4,1,4,207,1,168,2,0,1728,0.5208333333333334,11.695247021764185,1,0,1,0,0,0,1
572,7,4,2,8,0,3,2,3,5,4,3,0,1,1,6,0,1,322,2,1,2538,1.0,12.321630986164449,1,0,1,0,0,0,1
573,7,3,2,8,1,1,2,3,4,5,3,3,1,1,8,0,1,100,2,1,1814,1.0,12.0435537160324,1,0,1,0,0,0,1
574,5,3,1,8,0,3,1,3,3,3,3,0,5,1,5,82,1,35,1,1,1481,0.06182795698924731,11.842229212112827,1,0,1,0,0,0,1
575,5,3,1,8,0,1,1,3,3,3,3,0,3,1,6,0,1,260,1,0,2048,0.46875,11.682668239557323,1,0,1,0,0,0,1
576,7,3,1,8,1,1,1,3,3,4,3,4,1,1,6,0,1,50,2,1,2338,1.0,11.884489021402711,1,0,1,0,0,0,1
577,5,3,2,8,2,3,2,3,3,5,3,2,2,5,6,97,1,468,2,0,2484,0.24484536082474226,12.010665849187564,1,0,1,0,0,0,1
578,7,4,2,8,0,1,1,3,4,5,4,0,1,1,5,0,1,102,2,0,2081,1.0,11.891361900690471,1,0,1,0,0,0,1
579,5,3,1,8,0,1,1,2,3,5,3,0,1,1,7,335,1,0,2,0,2845,1.0,11.786762130599953,0,0,1,1,0,0,0
580,6,4,2,8,2,1,1,3,3,5,3,4,4,3,7,85,1,326,1,1,2573,0.2893356643356643,12.111212364506214,1,0,1,0,0,0,1
581,8,5,3,8,1,1,2,3,5,5,5,4,1,1,8,306,1,90,2,1,4084,1.0,12.442302200392747,1,0,1,0,0,0,1
582,6,3,0,8,0,3,0,0,4,3,3,0,6,1,5,104,1,32,2,0,1632,0.0,11.682668239557323,1,0,1,0,0,0,1
583,10,4,2,8,1,1,1,4,3,4,5,4,1,1,9,0,1,607,3,1,4012,1.0,12.691580461311874,1,0,1,0,0,0,1
584,4,4,1,8,0,1,1,3,3,5,3,0,1,1,6,0,1,174,1,0,2457,1.0,11.79810440720389,1,0,1,0,0,0,1
585,8,4,3,8,2,4,2,3,5,5,4,4,6,1,7,208,1,392,3,0,3896,0.21841541755888647,12.820987977820545,1,0,1,0,0,0,1
586,6,2,1,8,0,2,3,3,3,5,3,0,3,5,5,0,1,112,2,0,1654,0.0,11.77528972943772,1,0,0,0,0,0,1
587,5,3,2,8,0,3,1,3,3,3,3,0,5,1,4,0,1,0,2,0,1700,0.2,11.827736204810266,1,0,1,0,0,0,1
588,5,5,1,8,2,4,1,3,3,5,3,4,6,1,5,0,1,108,3,0,2910,0.07863604732080724,11.870599909242046,1,0,1,0,0,0,1
589,5,3,1,8,0,1,1,3,3,3,3,0,1,1,4,0,1,0,1,0,1677,1.0,11.283512300642426,1,1,0,0,0,0,0
590,7,4,2,8,0,1,2,3,4,5,4,0,6,1,6,0,1,45,2,1,2352,0.3636363636363637,12.132964173709535,1,0,1,0,0,0,1
591,10,5,3,8,1,4,2,3,5,5,5,4,6,1,10,420,1,656,3,1,4018,0.2229965156794425,13.021326833226555,1,0,1,0,0,0,1
592,5,3,2,8,0,1,3,3,3,5,3,0,6,1,4,0,1,0,2,0,1632,0.0,11.83500896413934,1,0,1,0,0,0,1
593,6,4,2,8,0,3,3,3,4,5,4,0,6,1,4,170,1,140,2,0,1696,0.19221698113207547,11.849397701591439,1,0,1,0,0,0,1
594,5,3,1,8,0,1,1,3,4,3,3,0,1,1,5,0,1,0,1,0,1848,1.0,11.608235644774554,1,0,1,0,0,0,1
595,8,4,3,8,1,4,3,3,4,5,4,3,6,1,7,238,1,375,3,0,3640,0.2160970231532525,12.672946381766982,1,0,1,0,0,0,1
596,6,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,1,158,1,0,2052,1.0,11.648365035864053,0,0,0,0,0,0,0
597,7,4,3,8,1,3,3,3,5,5,4,4,1,1,7,72,1,136,0,4,2660,1.0,12.17664898415669,1,0,1,0,0,0,1
598,5,4,2,8,1,2,3,3,4,5,3,3,5,2,7,459,1,0,3,0,3077,0.0,12.289954129510875,1,0,1,0,0,0,1
599,6,3,2,8,1,1,3,3,4,3,3,3,2,6,6,0,1,161,3,1,2272,0.03212290502793296,11.925035115797062,1,0,1,0,0,0,1
600,8,5,2,8,1,3,3,3,4,5,4,4,6,1,8,280,1,239,3,1,2962,0.4839319470699433,12.524526376648707,1,0,1,0,0,0,1
601,6,4,1,8,1,1,1,3,3,3,3,4,1,1,6,0,1,288,1,1,2155,1.0,11.856515169360303,1,1,0,0,0,0,1
602,8,4,2,8,1,2,3,3,4,5,4,3,6,1,8,0,1,270,3,1,2823,0.13105726872246695,12.3013828253345,1,0,1,0,0,0,1
603,7,4,2,8,0,1,2,3,4,5,4,0,1,1,4,0,1,172,2,1,1800,1.0,11.925035115797062,1,0,1,0,0,0,1
604,7,4,2,8,1,2,2,3,4,5,4,3,6,1,6,99,1,228,3,0,2988,0.3828647925033467,12.30591798049989,1,0,1,0,0,0,1
605,7,3,2,8,3,1,1,3,3,3,3,2,4,1,7,176,1,231,2,1,2754,0.4088541666666667,12.230765258120543,1,0,1,0,0,0,1
606,5,4,2,8,0,1,1,3,4,4,3,0,6,1,6,0,1,168,2,0,2080,0.29615384615384616,11.931635799828413,1,0,1,0,0,0,1
607,5,5,1,8,0,1,1,3,3,5,3,0,6,1,8,0,1,103,4,0,2904,0.3270089285714285,12.323855681186556,1,0,1,0,0,0,1
608,8,3,2,8,2,2,1,3,4,3,3,4,4,1,10,0,1,0,2,1,4159,0.5564766839378238,12.791356180214176,1,0,1,0,0,0,1
609,4,3,1,8,0,2,1,3,3,4,3,0,3,1,5,192,1,103,2,0,2058,0.12244897959183673,11.682668239557323,1,0,1,0,0,0,1
610,9,5,3,8,2,2,3,3,5,5,4,5,6,1,8,204,1,395,3,1,3593,0.37222222222222223,12.65395846952229,1,0,1,0,0,0,1
611,6,3,2,8,1,3,1,3,4,3,3,3,5,1,6,233,1,0,2,1,2064,0.41375968992248063,11.904967552746253,1,0,1,0,0,0,1
612,8,5,2,8,1,3,2,3,4,5,4,3,6,1,7,108,1,282,3,1,3171,0.2378752886836028,12.474189562487116,1,0,1,0,0,0,1
613,5,3,0,8,0,1,0,0,4,5,3,0,5,1,6,0,1,30,1,0,2240,0.8160714285714286,11.898187865760873,1,0,1,0,0,0,1
614,4,3,0,8,0,3,0,0,4,5,3,0,2,6,3,0,1,120,2,0,1260,0.0,11.231887935237117,1,0,1,0,0,0,1
615,6,4,2,8,0,4,2,3,3,5,3,0,6,1,6,156,1,120,2,0,1990,0.18482905982905984,11.831379196088765,1,0,1,0,0,0,1
616,6,4,2,8,1,1,3,3,4,5,4,4,6,1,7,0,1,175,3,1,2292,0.4163473818646232,12.118333731222167,1,0,1,0,0,0,1
617,6,4,2,8,0,1,1,3,3,4,3,0,1,1,4,0,1,0,1,0,1664,1.0,11.56646623189826,1,0,1,0,0,0,1
618,9,4,3,8,1,3,1,3,5,5,5,4,6,1,9,452,1,368,2,0,3650,0.9736553238199781,12.659734090733716,1,0,1,0,0,0,1
619,8,4,3,8,2,4,3,3,4,5,4,4,6,1,10,226,1,168,3,1,3744,0.412280701754386,12.628067055589547,1,0,1,0,0,0,1
620,3,3,0,8,0,1,0,0,3,3,3,0,4,1,5,0,1,100,2,0,1728,0.9525462962962964,11.112447898373103,0,0,0,1,0,0,0
621,6,3,2,8,1,1,2,3,3,3,3,3,5,3,9,0,1,281,2,1,4136,0.25229960578186594,12.388394202324125,1,0,1,0,0,0,1
622,5,3,2,8,0,1,1,3,3,3,3,0,4,1,6,153,1,192,1,0,1960,0.42857142857142855,11.813030057420569,1,0,1,0,0,0,1
623,6,4,2,8,1,1,1,3,4,5,4,3,6,1,4,513,1,32,2,1,2268,0.4444444444444444,12.034691028774553,1,0,1,0,0,0,1
624,6,3,2,6,1,1,2,3,3,4,3,3,3,1,8,288,1,295,2,2,2522,0.662568306010929,12.014609430818934,1,0,1,0,0,0,1
625,6,3,2,8,0,1,1,3,3,3,3,0,1,1,5,261,1,385,1,1,2232,1.0,11.982929094215965,1,0,1,0,0,0,1
626,5,3,1,7,1,1,2,3,3,3,3,3,1,1,6,0,1,36,1,0,2400,1.0,11.848683160653572,1,0,1,0,0,0,1
627,6,3,1,8,2,3,2,3,3,5,3,4,4,2,7,164,1,189,2,0,2676,0.3027681660899654,11.938193200374572,1,0,1,0,0,0,1
628,5,2,2,8,2,3,1,3,4,3,3,3,3,1,9,192,1,335,1,3,3120,0.375,11.813030057420569,1,0,1,0,0,0,1
629,6,3,2,8,0,4,2,3,3,3,3,0,6,3,6,259,1,176,2,1,2598,0.2307692307692308,12.034691028774553,1,0,1,0,0,0,1
630,5,5,1,8,0,1,1,2,2,3,3,0,1,1,8,0,1,293,1,0,2386,1.0,11.728036844587177,1,0,0,0,0,0,0
631,8,4,2,8,1,2,2,3,4,5,4,4,6,1,6,108,1,229,2,0,3108,0.9845559845559846,12.252479018344332,1,0,1,0,0,0,1
632,7,3,2,8,1,1,3,3,3,3,3,3,5,1,6,209,1,192,2,0,2797,0.4069264069264069,11.320553572322774,1,0,1,0,0,0,1
633,5,3,1,8,0,1,1,3,3,3,3,0,4,2,6,0,1,390,1,1,2112,0.10227272727272728,11.84510277730856,1,0,1,0,0,0,1
634,6,3,2,8,0,1,1,3,3,4,3,0,6,1,4,0,2,320,2,0,2112,0.0,11.877568578558137,1,0,1,0,0,0,1
635,6,2,0,8,0,1,0,0,3,5,2,0,2,1,14,0,2,110,2,0,4835,0.8222222222222222,12.206072645530176,1,0,0,0,0,0,0
636,2,2,0,4,1,1,0,0,3,2,2,1,1,1,4,0,1,0,1,0,1064,1.0,11.002099841204238,0,0,0,0,0,0,0
637,5,4,1,8,0,1,1,3,3,3,3,0,1,1,7,0,2,0,2,0,2198,1.0,11.440354772135393,1,0,1,0,0,0,0
638,5,3,0,8,0,1,0,0,2,4,3,0,1,1,4,0,1,492,1,0,1592,1.0,11.350406535472453,1,1,0,0,0,0,0
639,8,5,3,8,1,3,3,3,4,5,4,4,6,1,7,0,1,312,3,0,3087,0.2407894736842105,12.485827127509431,1,0,1,0,0,0,1
640,8,5,2,8,1,4,2,3,5,5,5,4,6,1,6,472,1,325,1,1,3036,0.1976284584980237,12.520883385370205,1,0,1,0,0,0,1
641,7,4,2,8,1,1,3,3,4,5,4,3,6,1,7,0,1,235,3,1,2986,0.30179754020813626,12.328290278254425,1,0,1,0,0,0,1
642,8,5,2,8,3,4,3,3,4,4,4,3,6,1,9,0,1,380,3,1,4656,0.2776639344262295,12.751299696013493,1,0,1,0,0,0,1
643,5,3,2,7,0,1,3,3,3,5,3,0,3,4,7,263,1,208,2,1,2400,0.0,11.931635799828413,1,0,1,0,0,0,1
644,9,5,3,8,1,2,3,3,5,5,5,4,6,1,7,162,1,325,3,1,3532,0.3652321630804077,12.823628446539171,1,0,1,0,0,0,1
645,6,3,2,8,0,1,1,3,3,3,3,0,5,2,5,0,1,352,2,1,1962,0.6768603465851172,11.872346634576989,1,0,1,0,0,0,1
646,5,3,2,7,0,0,1,3,0,4,3,0,0,0,7,0,1,27,1,0,1048,0.0,11.495779306135258,1,0,1,0,0,0,1
647,6,3,2,8,2,2,2,3,3,5,3,4,3,1,5,216,1,287,1,0,2188,0.5429616087751371,11.951180395901384,1,0,1,0,0,0,1
648,6,3,2,8,1,1,1,3,3,3,3,3,1,1,7,351,1,340,1,1,2595,1.0,11.951180395901384,1,0,1,0,0,0,1
649,4,3,0,8,0,3,0,0,4,4,3,0,4,6,3,0,1,0,2,0,1260,0.0,11.344506813345266,1,0,1,0,0,0,1
650,7,4,2,8,0,1,2,3,4,5,4,0,1,1,7,0,1,0,2,1,2478,1.0,12.235388699864226,1,0,1,0,0,0,1
651,4,3,1,8,1,2,1,2,3,3,3,4,1,1,7,0,1,120,2,0,2265,1.0,11.589886506106355,1,1,0,0,0,0,1
652,7,4,2,8,1,1,2,3,4,5,4,3,1,1,7,0,1,120,2,1,2596,1.0,12.160028707028768,1,0,1,0,0,0,1
653,6,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,1,296,1,0,2225,1.0,11.813030057420569,1,0,1,0,0,0,1
654,8,4,3,8,1,4,3,3,4,5,4,3,6,1,7,660,1,282,3,1,4222,0.19582740635372212,12.765688433465595,1,0,1,0,0,0,1
655,6,3,1,8,0,1,1,3,3,3,3,0,1,1,6,381,1,0,1,1,1617,1.0,11.385092093460345,1,0,1,0,0,0,1
656,5,4,1,8,0,1,2,3,3,5,4,0,5,1,5,54,1,0,2,1,2106,0.2345679012345679,11.887931365593687,1,0,1,0,0,0,1
657,7,3,1,8,1,1,2,3,4,3,3,4,1,1,6,0,1,112,1,1,2278,1.0,11.911701584927595,1,1,0,0,0,0,1
658,6,3,1,8,1,1,1,3,3,3,3,4,1,1,6,0,1,192,1,1,2370,1.0,11.487607656985938,1,0,1,0,0,0,1
659,5,3,2,8,0,1,3,3,3,5,3,0,4,1,7,0,1,0,2,0,2972,0.5713324360699865,12.025749091398893,1,0,1,0,0,0,1
660,7,3,2,8,1,1,2,3,4,3,3,3,1,1,7,233,1,365,2,1,2728,1.0,12.195517131590655,1,0,1,0,0,0,1
661,8,4,3,8,1,1,2,3,4,5,4,3,6,3,8,528,1,593,3,1,4077,0.05402087170042971,12.904207367601158,1,0,1,0,0,0,1
662,6,3,2,3,2,1,2,3,2,4,3,3,1,1,5,216,1,240,2,0,2784,1.0,11.608235644774554,1,0,1,0,0,0,1
663,4,3,2,8,0,3,2,3,4,3,3,0,4,3,6,0,1,180,3,0,2319,0.03339191564147628,11.831379196088765,1,0,1,0,0,0,1
664,8,5,3,8,1,2,3,3,5,5,4,5,6,1,8,0,1,459,2,1,4174,0.17140105922002888,12.955127458028414,1,0,1,0,0,0,1
665,8,4,2,8,1,1,2,3,4,5,4,3,1,1,7,40,1,312,2,1,3342,1.0,12.348006141418841,1,0,1,0,0,0,1
666,6,3,2,2,1,1,1,3,4,3,3,1,2,3,7,113,1,265,2,1,3401,0.10871694417238002,11.767567683343811,1,0,1,0,0,0,1
667,6,4,2,8,1,1,2,3,4,5,3,2,6,1,7,258,1,266,3,0,3087,0.19176136363636365,12.173032791451972,1,0,1,0,0,0,1
668,5,3,2,6,1,1,1,3,3,4,3,3,3,1,6,0,1,304,2,1,2625,0.16835016835016836,12.031719258385394,1,0,1,0,0,0,1
669,4,2,1,8,1,1,1,3,2,5,3,4,1,1,5,0,1,67,1,0,1880,1.0,11.831379196088765,1,0,1,0,0,0,1
670,6,4,2,8,0,1,3,3,4,5,4,0,6,1,7,0,1,135,3,1,2214,0.7384823848238482,12.063932878369052,1,0,1,0,0,0,1
671,6,3,1,8,0,1,1,3,3,3,3,0,4,1,6,0,1,147,3,0,2041,0.1800595238095238,11.548292608807518,0,0,1,0,0,0,1
672,6,3,2,8,1,1,2,3,4,3,4,3,5,1,6,0,1,240,2,1,2416,0.3650662251655629,12.013700752882716,1,0,1,0,0,0,1
673,6,4,2,8,2,1,3,3,3,5,3,3,6,1,7,106,1,287,3,0,3316,0.1970209884901828,12.458774999085927,1,0,1,0,0,0,1
674,6,3,1,8,1,1,2,3,3,3,3,4,3,1,5,0,1,426,2,0,2272,0.2147887323943662,11.849397701591439,1,0,1,0,0,0,1
675,6,3,2,8,1,1,1,3,3,3,3,3,5,1,7,0,1,28,2,1,2296,0.6362573099415205,11.908340237224893,1,0,1,0,0,0,1
676,4,3,3,6,0,1,1,2,3,2,3,0,1,1,8,0,2,90,3,0,2869,1.0,11.37366339763672,0,0,0,0,0,0,1
677,5,4,1,8,0,1,1,2,3,5,4,0,1,1,5,0,1,436,1,0,1560,1.0,11.603679828238691,1,0,0,0,0,0,1
678,8,4,3,8,1,2,3,3,5,5,4,4,1,1,7,464,1,404,2,1,4092,1.0,12.827992316801753,1,0,1,0,0,0,1
679,5,3,2,8,0,1,1,3,3,3,3,0,3,1,5,57,1,0,2,0,1976,0.16295546558704455,11.76368418331741,1,0,1,0,0,0,1
680,6,3,1,8,1,1,2,3,4,3,3,3,4,4,5,0,1,80,2,0,1846,0.2827735644637053,11.870599909242046,1,0,1,0,0,0,1
681,5,3,1,8,0,1,1,3,3,5,3,0,3,1,6,0,1,56,1,0,2313,0.7704918032786885,11.979385322467596,1,0,1,0,0,0,1
682,6,4,2,8,1,2,1,3,4,5,3,4,6,1,6,0,1,307,2,0,2582,0.2230828814872192,12.061046873479915,1,0,1,0,0,0,1
683,9,4,3,8,1,3,3,3,4,5,4,3,6,1,7,215,1,302,3,0,3294,0.34870848708487084,12.560244459250786,1,0,1,0,0,0,1
684,7,3,2,8,0,1,3,3,4,4,4,0,1,1,7,30,1,81,2,1,3034,1.0,12.30591798049989,1,0,1,0,0,0,1
685,7,4,2,7,1,2,3,3,4,4,4,3,6,2,6,0,1,219,3,0,3280,0.15126050420168066,12.24288661865289,1,0,1,0,0,0,1
686,7,4,2,8,0,1,3,3,4,5,4,0,1,1,7,0,1,249,3,0,2635,1.0,12.336552511980965,1,0,1,0,0,0,1
687,7,4,2,8,0,1,1,3,4,5,4,0,6,1,4,0,1,60,2,1,1653,0.5662431941923775,11.910358401381128,1,0,1,0,0,0,1
688,8,4,2,8,1,3,2,3,4,5,4,4,6,1,7,0,1,140,3,0,2838,0.33403805496828753,12.8790171187726,1,0,1,0,0,0,1
689,6,4,2,8,1,3,2,3,4,5,4,4,5,1,6,256,1,220,2,0,2724,0.9853157121879588,12.17921519136029,1,0,1,0,0,0,1
690,6,4,2,8,1,4,2,3,4,5,4,3,6,1,3,147,1,149,2,0,1696,0.17806603773584906,11.856515169360303,1,0,1,0,0,0,1
691,10,5,3,8,2,4,3,3,5,5,5,5,6,1,10,1170,1,432,3,2,6760,0.4046644844517185,13.534473028231163,1,0,1,0,0,0,1
692,7,4,2,8,2,4,2,3,4,5,4,4,6,1,9,293,1,347,3,1,3729,0.2024793388429752,12.721885810807205,1,0,1,0,0,0,1
693,5,3,1,8,0,1,1,3,3,5,3,0,1,1,4,0,1,112,1,0,2146,1.0,11.594321103174222,1,0,1,0,0,0,1
694,5,3,2,8,0,1,1,3,3,3,3,0,1,1,5,0,1,112,1,1,2466,1.0,11.860054996065431,1,0,1,0,0,0,1
695,6,4,2,8,1,1,1,3,4,4,3,3,6,2,5,72,1,125,3,0,2249,0.08273381294964029,12.078239274020287,1,0,1,0,0,0,1
696,5,3,1,8,0,1,1,3,3,4,3,0,2,1,4,0,1,129,1,0,1232,0.0,11.396391648714275,1,0,1,0,0,0,1
697,5,3,1,8,0,2,1,3,5,2,3,0,2,5,6,0,1,0,1,1,2128,0.22346938775510206,11.72399643505017,1,0,1,0,0,0,0
698,5,3,1,8,1,1,1,3,3,5,3,4,6,4,5,0,1,560,2,0,1788,0.2505592841163311,11.83862560460953,1,0,1,0,0,0,1
699,7,4,2,8,0,2,2,3,4,5,4,0,6,1,5,0,1,314,2,0,2782,0.9884974838245866,12.185869938212655,1,0,1,0,0,0,1
700,8,4,3,8,1,4,3,3,5,5,4,4,6,1,7,630,1,348,3,0,3600,0.2922222222222222,12.652359748158592,1,0,1,0,0,0,1
701,7,3,2,8,0,1,1,3,3,3,3,0,1,1,6,168,1,0,1,1,2328,1.0,11.849397701591439,1,0,1,0,0,0,1
702,8,5,3,8,1,1,3,3,5,5,5,4,1,1,10,466,1,424,2,1,3810,1.0,12.799175708864519,1,0,1,0,0,0,1
703,5,4,2,8,1,1,1,3,4,4,3,1,1,1,8,0,2,384,2,0,2172,1.0,11.849397701591439,1,0,0,0,0,0,1
704,7,4,2,8,0,3,2,3,4,5,4,0,6,1,7,109,1,179,3,0,2957,0.5166327223353699,12.269047444691562,1,0,1,0,0,0,1
705,4,2,0,5,0,0,0,0,0,2,2,0,0,0,7,0,2,0,2,0,1092,0.0,10.915088464214607,0,0,0,0,0,0,1
706,7,4,2,8,2,4,1,3,4,3,3,3,6,1,5,351,1,428,3,0,3467,0.25806451612903225,12.618182296357007,1,0,1,0,0,0,1
707,8,4,2,8,1,1,3,3,4,5,4,4,6,1,6,176,1,230,3,0,2648,0.3481873111782477,12.445089546000672,1,0,1,0,0,0,1
708,7,4,2,8,1,3,3,3,4,5,4,4,1,1,8,0,1,124,2,1,2184,1.0,12.09815330331068,1,0,1,0,0,0,1
709,5,3,1,8,0,1,1,3,3,3,3,0,1,1,6,41,1,0,1,0,1780,1.0,11.607326140391713,1,0,1,0,0,0,1
710,3,3,0,3,0,1,0,0,3,4,4,0,1,1,5,0,1,0,1,0,999,1.0,10.858998997563564,1,0,0,0,0,0,1
711,4,3,1,8,0,2,2,3,3,4,3,0,1,1,7,0,1,166,1,0,2037,1.0,11.540307141711445,1,0,0,0,0,0,1
712,8,4,2,8,1,2,3,3,4,4,4,4,6,1,5,0,1,288,3,0,2456,0.3754071661237785,12.14950229404178,1,0,1,0,0,0,1
713,4,3,2,8,0,3,1,3,3,3,3,0,5,1,6,160,1,288,2,0,1920,0.178125,11.767567683343811,0,0,1,0,0,0,1
714,6,4,2,8,0,1,2,3,3,5,4,0,6,1,6,289,1,44,2,1,2204,0.26482758620689656,11.779128505744884,1,0,1,0,0,0,1
715,6,3,2,8,1,1,2,3,4,3,3,3,1,1,7,174,1,0,2,0,2414,1.0,12.013700752882716,1,0,1,0,0,0,1
716,7,3,2,8,0,1,1,3,3,5,3,0,1,1,8,0,1,191,1,1,3272,1.0,11.979799201207035,1,1,0,0,0,0,1
717,5,4,2,8,1,1,1,3,4,4,3,2,4,1,5,0,1,224,1,2,2354,0.0782312925170068,11.964001084330445,1,0,1,0,0,0,1
718,7,4,3,8,1,4,2,3,4,5,4,3,6,1,9,651,1,620,3,1,3729,0.10526315789473684,12.739637756265655,1,0,1,0,0,0,1
719,5,3,1,8,1,4,1,3,4,3,3,1,5,1,5,0,1,0,1,1,1942,0.4613800205973224,11.76368418331741,1,0,1,0,0,0,1
720,8,4,2,8,1,4,2,3,4,3,4,3,6,1,5,0,1,376,3,0,3484,0.3409873708381171,12.524526376648707,1,0,1,0,0,0,1
721,6,4,2,8,0,3,2,3,4,5,4,0,6,1,3,169,1,160,2,0,1696,0.21933962264150944,11.870599909242046,1,0,1,0,0,0,1
722,4,3,2,8,0,1,1,3,3,5,3,0,5,1,5,0,1,0,1,0,1728,0.7789351851851852,11.7320609948869,1,0,1,0,0,0,1
723,4,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,1,156,2,0,2411,1.0,11.813030057420569,1,0,1,0,0,0,1
724,9,5,3,8,1,1,3,3,5,5,5,4,6,1,8,340,1,391,3,0,3396,0.27326266195524146,12.676076274775909,1,0,1,0,0,0,1
725,4,4,2,8,0,1,1,3,3,3,3,0,5,4,5,0,1,96,1,0,1728,0.28935185185185186,11.699405031912846,1,0,1,0,0,0,1
726,6,4,2,8,1,1,3,3,4,5,4,4,6,1,5,260,1,518,3,0,2560,0.08181818181818183,12.310432660854413,1,0,1,0,0,0,1
727,7,4,2,8,0,3,2,3,4,5,4,0,6,1,6,82,1,132,3,0,2464,0.4123376623376624,12.178187442040636,1,0,1,0,0,0,1
728,5,3,3,8,0,1,1,3,3,3,3,0,1,1,9,95,2,25,3,0,3360,1.0,11.608235644774554,1,0,1,0,0,0,1
729,4,3,2,8,0,1,1,3,3,3,3,0,4,1,5,0,1,135,1,0,1988,0.8051282051282052,11.542484267211773,1,0,1,0,0,0,0
730,8,4,2,8,1,1,2,3,4,5,4,3,6,1,5,0,1,389,3,0,3211,0.2601880877742947,12.373703486914124,1,0,1,0,0,0,1
731,7,4,2,8,1,3,3,3,5,5,4,4,6,1,6,442,1,182,3,0,2014,0.0944700460829493,12.141534124392605,1,0,1,0,0,0,1
732,7,4,2,8,1,3,3,3,4,5,4,3,5,1,8,202,1,276,2,1,3184,0.7814397224631396,12.31268238058843,1,0,1,0,0,0,1
733,5,3,1,8,1,1,2,3,3,5,3,3,4,1,6,0,1,165,2,0,2008,0.3125,11.786001385032645,1,0,1,0,0,0,1
734,5,3,1,8,0,1,1,3,3,3,3,0,1,1,6,0,1,147,1,0,1896,1.0,11.589886506106355,1,0,1,0,0,0,1
735,7,3,2,8,2,2,1,3,4,2,3,3,3,1,6,0,1,341,1,1,2648,0.5568181818181818,12.0015054797889,0,0,0,0,0,0,1
736,3,3,2,8,0,0,1,3,0,4,3,0,0,0,6,0,2,0,2,0,1040,0.0,11.445716715276781,0,0,1,1,0,0,0
737,8,4,3,8,1,1,3,3,4,5,4,4,1,1,8,0,1,116,2,1,2694,1.0,12.387977448827787,1,0,1,0,0,0,1
738,5,3,0,8,0,4,0,0,4,3,3,0,6,1,5,0,1,120,6,0,2400,0.0,12.095141084822894,1,0,1,0,0,0,1
739,7,4,2,8,0,1,2,3,4,5,4,0,1,1,7,0,1,243,2,1,2592,1.0,12.154779351142626,1,0,1,0,0,0,1
