"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1104","1104","20","rl","79","8910","pave","nothing","reg","lvl","allpub","corner","gtl","names","norm","norm","1fam","1story","6","6","1959","1959","hip","compshg","brkface","brkface","nothing","0","ta","ta","cblock","ta","ta","mn","alq","655","unf","0","0","655","gasa","ex","y","sbrkr","1194","0","0","1194","0","1","1","0","3","1","ta","6","typ","1","fa","builtin","1954","fin","2","539","ta","ta","y","0","0","192","0","0","0","nothing","nothing","nothing","0","7","2006","wd","normal","159500"
"1105","1105","160","rm","24","2016","pave","nothing","reg","lvl","allpub","inside","gtl","brdale","norm","norm","twnhse","2story","5","5","1970","1970","gable","compshg","hdboard","hdboard","brkface","304","ta","ta","cblock","ta","ta","no","unf","0","unf","0","630","630","gasa","ta","y","sbrkr","630","672","0","1302","0","0","2","1","3","1","ta","6","typ","0","nothing","detchd","1970","unf","2","440","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","4","2007","wd","normal","106000"
"1106","1106","60","rl","98","12256","pave","nothing","ir1","lvl","allpub","corner","gtl","noridge","norm","norm","1fam","2story","8","5","1994","1995","gable","compshg","hdboard","hdboard","brkface","362","gd","ta","pconc","ex","ta","av","glq","1032","unf","0","431","1463","gasa","ex","y","sbrkr","1500","1122","0","2622","1","0","2","1","3","1","gd","9","typ","2","ta","attchd","1994","rfn","2","712","ta","ta","y","186","32","0","0","0","0","nothing","nothing","nothing","0","4","2010","wd","normal","325000"
"1107","1107","20","rl","114","10357","pave","nothing","ir1","lvl","allpub","corner","gtl","sawyerw","feedr","norm","1fam","1story","7","5","1990","1991","hip","compshg","hdboard","hdboard","nothing","0","gd","ta","pconc","gd","ta","mn","glq","738","unf","0","172","910","gasa","gd","y","sbrkr","1442","0","0","1442","1","0","2","0","3","1","gd","6","typ","1","ta","attchd","1990","fin","2","719","ta","ta","y","0","244","0","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","179900"
"1108","1108","60","rl","168","23257","pave","nothing","ir3","hls","allpub","culdsac","gtl","gilbert","norm","norm","1fam","2story","7","5","2006","2006","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","ex","gd","no","unf","0","unf","0","868","868","gasa","ex","y","sbrkr","887","1134","0","2021","0","0","2","1","3","1","gd","9","typ","1","gd","builtin","2006","rfn","2","422","ta","ta","y","0","100","0","0","0","0","nothing","nothing","nothing","0","9","2006","new","partial","274725"
"1109","1109","60","rl","0","8063","pave","nothing","reg","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","2story","6","5","2000","2000","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","pconc","gd","ta","no","unf","0","unf","0","924","924","gasa","ex","y","sbrkr","948","742","0","1690","0","0","2","1","3","1","ta","7","typ","1","ta","attchd","2000","rfn","2","463","ta","ta","y","100","48","0","0","0","0","nothing","nothing","nothing","0","11","2007","wd","abnorml","181000"
"1110","1110","20","rl","107","11362","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","1story","8","5","2004","2005","gable","compshg","metalsd","metalsd","stone","42","gd","ta","pconc","ex","ta","mn","glq","1039","unf","0","797","1836","gasa","ex","y","sbrkr","1836","0","0","1836","1","0","2","0","3","1","gd","7","typ","1","gd","attchd","2004","fin","3","862","ta","ta","y","125","185","0","0","0","0","nothing","nothing","nothing","0","3","2009","wd","normal","280000"
"1111","1111","60","rl","0","8000","pave","nothing","reg","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","2story","6","5","1995","1996","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","pconc","gd","ta","no","glq","219","unf","0","554","773","gasa","gd","y","sbrkr","773","885","0","1658","1","0","2","1","3","1","ta","8","typ","1","ta","attchd","1995","fin","2","431","ta","ta","y","224","84","0","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","188000"
"1112","1112","60","rl","80","10480","pave","nothing","reg","lvl","allpub","inside","gtl","nwames","norm","norm","1fam","2story","7","6","1976","1976","hip","compshg","plywood","plywood","brkface","660","ta","ta","cblock","ta","ta","no","alq","403","unf","0","400","803","gasa","ta","y","sbrkr","1098","866","0","1964","0","0","2","1","4","1","ta","8","typ","1","gd","attchd","1976","rfn","2","483","ta","ta","y","0","69","0","0","0","0","nothing","nothing","nothing","0","9","2008","wd","normal","205000"
"1113","1113","20","rl","73","7100","pave","nothing","ir1","lvl","allpub","corner","gtl","names","norm","norm","1fam","1story","5","7","1957","1957","gable","compshg","wdshing","wd shng","nothing","0","ta","ta","cblock","ta","ta","no","glq","708","unf","0","108","816","gasa","ta","y","fusea","816","0","0","816","1","0","1","0","2","1","ta","5","typ","0","nothing","detchd","1957","unf","1","308","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2006","wd","normal","129900"
"1114","1114","20","rl","66","8923","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","7","1953","2006","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","blq","643","unf","0","365","1008","gasa","gd","y","sbrkr","1008","0","0","1008","1","0","1","0","2","1","gd","6","typ","0","nothing","attchd","1953","unf","1","240","ta","ta","y","0","18","0","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","134500"
"1115","1115","20","rl","90","5400","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","1story","5","7","1954","2000","gable","compshg","metalsd","metalsd","nothing","0","ta","gd","cblock","ta","ta","no","rec","415","unf","0","418","833","gasa","ex","y","sbrkr","833","0","0","833","0","0","1","0","2","1","gd","4","typ","0","nothing","detchd","1955","unf","1","326","ta","ta","y","0","0","0","0","0","0","nothing","mnprv","nothing","0","8","2006","wd","normal","117000"
"1116","1116","20","rl","93","12085","pave","nothing","reg","lvl","allpub","inside","gtl","nridght","norm","norm","1fam","1story","8","5","2007","2007","hip","compshg","vinylsd","vinylsd","stone","328","gd","ta","pconc","ex","ta","no","glq","1004","unf","0","730","1734","gasa","ex","y","sbrkr","1734","0","0","1734","1","0","2","0","3","1","ex","7","typ","1","gd","attchd","2007","rfn","3","928","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","11","2007","new","partial","318000"
"1117","1117","80","rl","0","7750","pave","nothing","reg","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","slvl","8","5","2002","2002","hip","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","glq","353","unf","0","55","408","gasa","ex","y","sbrkr","779","640","0","1419","1","0","2","1","3","1","gd","7","typ","1","ta","builtin","2002","fin","2","527","ta","ta","y","120","0","0","0","0","0","nothing","nothing","nothing","0","3","2009","wd","normal","184100"
"1118","1118","20","rl","57","9764","pave","nothing","ir1","lvl","allpub","fr2","gtl","sawyer","feedr","norm","1fam","1story","5","7","1967","2003","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","cblock","ta","ta","no","blq","702","unf","0","192","894","gasa","ex","y","sbrkr","894","0","0","894","1","0","1","0","3","1","gd","5","typ","0","nothing","attchd","1967","rfn","2","450","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","5","2008","wd","normal","130000"
"1119","1119","80","rl","85","13825","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","1fam","slvl","5","6","1958","1987","gable","compshg","metalsd","metalsd","nothing","0","ta","gd","cblock","ta","ta","no","unf","0","unf","0","533","533","gasa","ta","y","sbrkr","1021","580","0","1601","0","1","1","0","3","1","ta","6","min2","0","nothing","builtin","1958","rfn","1","300","ta","ta","y","280","34","0","0","0","0","nothing","nothing","nothing","0","12","2008","wd","normal","140000"
"1120","1120","20","rl","70","7560","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","5","5","1959","1959","gable","compshg","brkface","wd sdng","nothing","0","ta","ta","cblock","ta","ta","no","lwq","369","unf","0","671","1040","gasa","ta","y","fusea","1040","0","0","1040","0","0","1","0","3","1","ta","6","typ","0","nothing","attchd","1959","rfn","1","286","ta","ta","y","140","0","252","0","0","0","nothing","gdwo","nothing","0","7","2006","wd","normal","133700"
"1121","1121","30","rm","59","8263","pave","nothing","reg","bnk","allpub","inside","mod","idotrr","norm","norm","1fam","1story","6","5","1920","1950","gable","compshg","brkface","brkface","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","1012","1012","gasa","ta","y","fusea","1012","0","0","1012","0","0","1","0","2","1","ta","6","typ","1","gd","detchd","1920","unf","1","308","ta","ta","y","0","22","112","0","0","0","nothing","mnprv","nothing","0","5","2007","wd","normal","118400"
"1122","1122","20","rl","84","10084","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","1story","7","5","2005","2006","gable","compshg","vinylsd","vinylsd","brkface","196","gd","ta","pconc","gd","ta","av","glq","24","unf","0","1528","1552","gasa","ex","y","sbrkr","1552","0","0","1552","0","0","2","0","3","1","gd","7","typ","0","nothing","attchd","2005","rfn","3","782","ta","ta","y","144","20","0","0","0","0","nothing","nothing","nothing","0","7","2006","new","partial","212900"
"1123","1123","20","rl","0","8926","pave","nothing","ir1","lvl","allpub","corner","gtl","edwards","norm","norm","1fam","1story","4","3","1956","1956","gable","compshg","asbshng","asbshng","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","672","672","gasa","ex","y","fusea","960","0","0","960","0","0","1","0","3","1","ta","5","typ","0","nothing","basment","1956","unf","1","288","ta","ta","y","64","0","0","0","160","0","nothing","mnprv","nothing","0","10","2009","cod","abnorml","112000"
"1124","1124","20","rl","50","9405","pave","nothing","reg","lvl","allpub","inside","gtl","edwards","norm","norm","1fam","1story","5","9","1947","2008","hip","compshg","vinylsd","vinylsd","nothing","0","ta","ex","cblock","ta","ta","no","unf","0","unf","0","698","698","gasa","ex","y","sbrkr","698","0","0","698","0","1","1","0","2","1","ta","4","typ","0","nothing","nothing","1947","nothing","0","0","nothing","nothing","y","0","200","0","0","0","0","nothing","nothing","nothing","0","6","2009","wd","normal","118000"
"1125","1125","80","rl","0","9125","pave","nothing","ir1","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","slvl","7","5","1992","1992","gable","compshg","hdboard","hdboard","brkface","170","ta","ta","pconc","gd","ta","no","unf","0","unf","0","384","384","gasa","gd","y","sbrkr","812","670","0","1482","0","0","2","1","3","1","gd","7","typ","1","ta","attchd","1992","fin","2","392","ta","ta","y","100","25","0","0","0","0","nothing","nothing","nothing","0","7","2007","wd","normal","163900"
"1126","1126","20","rl","60","10434","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","4","5","1955","1955","gable","compshg","plywood","plywood","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","1005","1005","gasa","ta","y","sbrkr","1005","0","0","1005","0","0","1","0","2","1","fa","5","typ","1","ta","detchd","1977","unf","2","672","fa","fa","y","0","0","0","0","0","0","nothing","nothing","nothing","0","11","2009","wd","normal","115000"
"1127","1127","120","rl","53","3684","pave","nothing","reg","lvl","allpub","inside","gtl","blmngtn","norm","norm","twnhse","1story","7","5","2007","2007","hip","compshg","vinylsd","vinylsd","brkface","130","gd","ta","pconc","gd","ta","no","unf","0","unf","0","1373","1373","gasa","ex","y","sbrkr","1555","0","0","1555","0","0","2","0","2","1","gd","7","typ","1","ta","attchd","2007","fin","3","660","ta","ta","y","143","20","0","0","0","0","nothing","nothing","nothing","0","6","2009","wd","normal","174000"
"1128","1128","20","rl","182","14572","pave","nothing","ir3","lvl","allpub","corner","gtl","gilbert","norm","norm","1fam","1story","7","5","2004","2004","hip","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","av","glq","1300","unf","0","230","1530","gasa","ex","y","sbrkr","1530","0","0","1530","1","0","2","0","3","1","gd","7","typ","1","gd","attchd","2004","fin","3","630","ta","ta","y","144","36","0","0","0","0","nothing","nothing","nothing","0","11","2007","wd","family","259000"
"1129","1129","60","rl","59","11796","pave","nothing","ir1","lvl","allpub","inside","gtl","gilbert","norm","norm","1fam","2story","7","5","2004","2005","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","av","unf","0","unf","0","847","847","gasa","ex","y","sbrkr","847","1112","0","1959","0","0","2","1","4","1","gd","8","typ","1","gd","builtin","2004","fin","2","434","ta","ta","y","100","48","0","0","0","0","nothing","nothing","nothing","0","7","2007","wd","normal","215000"
"1130","1130","90","rm","60","7200","pave","grvl","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","duplex","sfoyer","5","5","1980","1980","gable","compshg","metalsd","metalsd","brkface","180","ta","ta","cblock","gd","ta","gd","glq","936","unf","0","0","936","gasa","ta","y","sbrkr","936","0","0","936","1","0","1","0","2","1","ta","4","typ","0","nothing","detchd","1980","unf","2","672","ta","ta","y","49","0","0","0","0","0","nothing","nothing","nothing","0","8","2007","wd","normal","140000"
"1131","1131","50","rl","65","7804","pave","nothing","reg","lvl","allpub","inside","gtl","swisu","norm","norm","1fam","1.5fin","4","3","1928","1950","gable","compshg","wdshing","plywood","nothing","0","ta","ta","brktil","ta","ta","no","blq","622","unf","0","500","1122","gasa","ta","y","sbrkr","1328","653","0","1981","1","0","2","0","4","1","gd","7","min2","2","ta","detchd","1981","unf","2","576","ta","ta","y","431","44","0","0","0","0","nothing","mnprv","nothing","0","12","2009","wd","normal","135000"
"1132","1132","20","rl","63","10712","pave","nothing","reg","lvl","allpub","inside","gtl","mitchel","norm","norm","1fam","1story","5","5","1991","1992","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","pconc","gd","ta","mn","blq","212","unf","0","762","974","gasa","ta","y","sbrkr","974","0","0","974","0","0","1","0","3","1","ta","5","typ","0","nothing","nothing","1991","nothing","0","0","nothing","nothing","y","0","28","0","0","0","0","nothing","mnprv","nothing","0","9","2007","oth","abnorml","93500"
"1133","1133","70","rm","90","9900","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","2story","6","4","1880","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","ta","mn","unf","0","unf","0","1008","1008","gasw","ta","y","sbrkr","1178","1032","0","2210","0","0","2","0","5","1","fa","8","typ","0","nothing","detchd","1930","unf","1","205","fa","ta","n","0","48","0","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","117500"
"1134","1134","60","rl","80","9828","pave","nothing","ir1","lvl","allpub","inside","gtl","sawyerw","norm","norm","1fam","2story","8","5","1995","1995","gable","compshg","vinylsd","vinylsd","nothing","0","gd","ta","pconc","gd","ta","no","glq","584","unf","0","544","1128","gasa","ex","y","sbrkr","1142","878","0","2020","0","0","2","1","3","1","gd","8","typ","1","ta","attchd","1995","rfn","2","466","ta","ta","y","0","155","0","0","0","0","nothing","nothing","nothing","0","6","2009","wd","normal","239500"
"1135","1135","60","rl","57","8773","pave","nothing","ir1","hls","allpub","inside","gtl","gilbert","norm","norm","1fam","2story","6","5","1997","1997","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","pconc","gd","ta","av","unf","0","unf","0","916","916","gasa","gd","y","sbrkr","916","684","0","1600","0","0","2","1","3","1","ta","7","typ","1","ta","attchd","1997","fin","2","460","ta","ta","y","100","38","0","0","0","0","nothing","nothing","nothing","0","8","2007","wd","normal","169000"
"1136","1136","30","rm","60","6180","pave","nothing","reg","lvl","allpub","corner","gtl","brkside","norm","norm","1fam","1story","6","5","1926","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","960","960","gasa","ta","n","sbrkr","986","0","0","986","0","0","1","0","2","1","ta","5","typ","1","gd","detchd","1926","unf","1","180","ta","ta","y","0","128","0","0","0","0","nothing","nothing","nothing","0","5","2007","wd","normal","102000"
"1137","1137","50","rl","80","9600","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","1.5fin","6","5","1950","1950","gable","compshg","vinylsd","vinylsd","nothing","0","ta","ta","cblock","ta","ta","no","blq","280","unf","0","752","1032","gasa","ta","y","fusea","1032","220","0","1252","0","0","1","0","3","1","ta","6","typ","0","nothing","attchd","1950","unf","1","288","ta","ta","y","0","0","96","0","0","0","nothing","nothing","nothing","0","4","2008","wd","abnorml","119000"
"1138","1138","50","rl","54","6342","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","feedr","norm","1fam","1.5fin","5","8","1875","1996","gable","compshg","vinylsd","vinylsd","nothing","0","ta","gd","cblock","ta","ta","no","unf","0","unf","0","780","780","gasa","gd","n","sbrkr","780","240","0","1020","0","0","1","0","2","1","ta","6","typ","0","nothing","nothing","1875","nothing","0","0","nothing","nothing","n","0","0","176","0","0","0","nothing","nothing","nothing","0","5","2010","wd","normal","94000"
"1139","1139","20","rl","0","9819","pave","nothing","ir1","lvl","allpub","inside","mod","mitchel","norm","norm","1fam","1story","6","5","1977","1977","gable","compshg","plywood","imstucc","nothing","0","ta","ta","pconc","ta","ta","gd","alq","1567","unf","0","0","1567","gasa","ta","y","sbrkr","1567","0","0","1567","1","0","2","0","2","1","gd","5","typ","2","ta","attchd","1977","rfn","2","714","ta","ta","y","264","32","0","0","0","0","nothing","nothing","nothing","0","5","2009","wd","normal","196000"
"1140","1140","30","rl","98","8731","pave","nothing","ir1","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1story","5","5","1920","1950","gable","compshg","stucco","stucco","nothing","0","ta","fa","brktil","ta","ta","no","blq","645","unf","0","270","915","gasa","ta","y","sbrkr","1167","0","0","1167","0","0","1","0","3","1","ta","6","maj1","1","gd","detchd","1972","unf","2","495","ta","ta","y","0","0","216","0","126","0","nothing","nothing","nothing","0","5","2007","wd","normal","144000"
"1141","1141","20","rl","60","7350","pave","nothing","reg","lvl","allpub","corner","gtl","names","norm","norm","1fam","1story","5","7","1951","1951","gable","compshg","hdboard","hdboard","nothing","0","ta","ta","cblock","ta","ta","mn","alq","852","unf","0","100","952","gasa","ta","y","sbrkr","952","0","0","952","1","0","1","0","2","1","ta","4","typ","0","nothing","detchd","1988","unf","2","840","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","6","2008","cod","abnorml","139000"
"1142","1142","60","rl","0","10304","pave","nothing","ir1","lvl","allpub","culdsac","gtl","nwames","posn","norm","1fam","2story","5","7","1976","1976","gable","compshg","plywood","plywood","brkface","44","ta","gd","cblock","ta","ta","no","alq","381","unf","0","399","780","gasa","ex","y","sbrkr","1088","780","0","1868","1","0","2","1","4","1","gd","9","typ","1","ta","attchd","1976","unf","2","484","ta","ta","y","448","96","0","0","0","0","nothing","nothing","nothing","0","10","2009","wd","normal","197500"
"1143","1143","60","rl","77","9965","pave","nothing","reg","lvl","allpub","inside","gtl","collgcr","norm","norm","1fam","2story","8","5","2006","2007","hip","compshg","vinylsd","vinylsd","stone","340","gd","ta","pconc","ex","ta","gd","glq","1150","unf","0","316","1466","gasa","ex","y","sbrkr","1466","1362","0","2828","1","0","3","0","4","1","gd","11","typ","1","ta","builtin","2006","rfn","3","1052","ta","ta","y","125","144","0","0","0","0","nothing","nothing","nothing","0","4","2007","new","partial","424870"
"1144","1144","20","rl","0","9000","pave","nothing","reg","lvl","allpub","inside","gtl","sawyer","norm","norm","1fam","1story","5","3","1959","1959","gable","compshg","wd sdng","plywood","nothing","0","ta","ta","cblock","ta","ta","no","glq","288","unf","0","718","1006","gasa","ta","y","sbrkr","1006","0","0","1006","0","0","1","0","3","1","ta","5","typ","0","nothing","nothing","1959","nothing","0","0","nothing","nothing","y","0","24","0","0","0","0","nothing","nothing","nothing","0","7","2008","wd","normal","80000"
"1145","1145","190","rl","60","12180","pave","nothing","reg","lvl","allpub","inside","gtl","edwards","norm","norm","2fmcon","1.5fin","4","4","1941","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","fa","brktil","gd","ta","no","blq","348","unf","0","324","672","grav","fa","n","fusea","672","252","0","924","1","0","1","0","2","1","fa","5","typ","0","nothing","detchd","1941","unf","1","280","ta","ta","y","0","0","0","0","0","0","nothing","mnprv","nothing","0","7","2010","wd","normal","80000"
"1146","1146","50","rm","52","6240","pave","nothing","reg","lvl","allpub","inside","gtl","brkside","norm","norm","1fam","1.5fin","5","6","1928","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","brktil","ta","ta","no","unf","0","unf","0","1042","1042","gasa","ex","y","sbrkr","1042","534","0","1576","0","0","1","0","3","1","ta","8","typ","1","gd","detchd","1928","unf","1","225","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","8","2006","wd","family","149000"
"1147","1147","20","rl","0","11200","pave","nothing","reg","lvl","allpub","inside","gtl","sawyerw","norm","norm","1fam","1story","6","5","1985","1985","gable","compshg","wd sdng","wd shng","brkface","85","gd","ta","cblock","gd","ta","no","glq","1258","unf","0","40","1298","gasa","ta","y","sbrkr","1298","0","0","1298","1","0","2","0","3","1","gd","5","typ","1","ta","attchd","1985","unf","2","403","ta","ta","y","165","26","0","0","0","0","nothing","nothing","nothing","0","5","2006","wd","normal","180000"
"1148","1148","70","rl","75","12000","pave","nothing","reg","bnk","allpub","inside","gtl","crawfor","norm","norm","1fam","2story","7","7","1941","1950","gable","compshg","metalsd","metalsd","nothing","0","ta","ta","cblock","ta","ta","no","rec","275","unf","0","429","704","gasa","ex","y","sbrkr","860","704","0","1564","0","0","1","1","3","1","fa","7","typ","1","gd","attchd","1941","unf","1","234","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2009","wd","normal","174500"
"1149","1149","50","rm","0","5700","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","norm","norm","1fam","1.5fin","7","7","1926","1950","gable","compshg","wd sdng","wd sdng","nothing","0","ta","ta","pconc","ta","ta","no","unf","0","unf","0","572","572","gasa","ta","y","sbrkr","572","539","0","1111","0","0","1","0","2","1","ta","5","typ","1","gd","detchd","1982","unf","1","288","ta","ta","y","0","0","176","0","0","0","nothing","nothing","nothing","0","8","2008","wd","normal","116900"
"1150","1150","70","rm","50","9000","pave","nothing","reg","lvl","allpub","inside","gtl","oldtown","artery","norm","1fam","2story","7","9","1920","1988","hip","compshg","vinylsd","vinylsd","nothing","0","ta","gd","pconc","ta","ta","no","alq","624","unf","0","26","650","gasa","ex","y","sbrkr","832","650","0","1482","0","1","1","0","3","1","ta","7","typ","0","nothing","detchd","1930","unf","2","324","ta","ta","y","0","0","0","0","0","0","nothing","nothing","nothing","0","7","2009","wd","normal","143000"
"1151","1151","20","rl","57","8280","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","1story","6","5","1950","1950","gable","compshg","brkface","brkface","nothing","0","ta","ta","cblock","ta","ta","no","unf","0","unf","0","932","932","gasa","ex","y","fusea","932","0","0","932","0","0","1","0","2","1","gd","4","typ","1","gd","attchd","1950","unf","1","306","ta","ta","y","0","0","214","0","0","0","nothing","gdprv","nothing","0","11","2007","wd","normal","124000"
"1152","1152","20","rl","134","17755","pave","nothing","reg","lvl","allpub","inside","gtl","edwards","norm","norm","1fam","1story","5","4","1959","1959","gable","compshg","hdboard","plywood","brkface","132","ta","ta","cblock","ta","ta","no","blq","176","unf","0","1290","1466","gasa","ta","y","sbrkr","1466","0","0","1466","0","0","1","1","3","1","fa","6","typ","2","gd","attchd","1959","fin","2","528","ta","ta","y","0","140","0","0","100","0","nothing","nothing","nothing","0","11","2006","wd","normal","149900"
"1153","1153","20","rl","90","14115","pave","nothing","ir1","lvl","allpub","inside","gtl","crawfor","norm","norm","1fam","1story","6","7","1956","2004","gable","compshg","stone","stone","nothing","0","ta","ta","pconc","ta","ta","no","alq","296","glq","547","230","1073","gasa","ex","y","sbrkr","1811","0","0","1811","0","0","1","0","2","1","ex","6","typ","1","gd","attchd","1956","fin","2","470","ta","ta","y","0","0","280","0","0","0","nothing","nothing","nothing","0","7","2006","wd","abnorml","230000"
"1154","1154","30","rm","0","5890","pave","nothing","reg","lvl","allpub","corner","gtl","idotrr","norm","norm","1fam","1story","6","8","1930","2007","gable","compshg","wd sdng","wd sdng","nothing","0","gd","gd","brktil","ta","ta","av","alq","538","unf","0","278","816","gasa","ex","y","sbrkr","816","0","0","816","0","0","1","0","2","1","ta","5","typ","0","nothing","detchd","2002","unf","1","432","ta","ta","y","0","0","96","0","0","0","nothing","nothing","nothing","0","6","2008","wd","normal","120500"
"1155","1155","60","rl","0","13700","pave","nothing","ir1","lvl","allpub","inside","gtl","names","norm","norm","1fam","2story","7","6","1965","1988","gable","compshg","vinylsd","vinylsd","stone","288","ta","ta","cblock","ta","ta","gd","alq","454","unf","0","410","864","gasa","ta","y","sbrkr","902","918","0","1820","0","0","1","2","4","1","gd","8","typ","2","gd","attchd","1965","unf","2","492","ta","ta","y","60","84","0","0","273","0","nothing","gdprv","nothing","0","5","2008","wd","normal","201800"
"1156","1156","20","rl","90","10768","pave","nothing","ir1","lvl","allpub","corner","gtl","veenker","norm","norm","1fam","1story","5","8","1976","2004","gable","compshg","plywood","plywood","nothing","0","gd","gd","cblock","gd","ta","gd","alq","1157","unf","0","280","1437","gasa","ta","y","sbrkr","1437","0","0","1437","1","0","2","0","3","1","gd","6","typ","1","fa","attchd","1976","rfn","2","528","ta","ta","y","0","21","0","0","180","0","nothing","nothing","nothing","0","7","2007","wd","normal","218000"
"1157","1157","80","rl","85","9350","pave","nothing","reg","lvl","allpub","inside","gtl","names","norm","norm","1fam","slvl","5","8","1965","1999","gable","compshg","brkface","brkface","nothing","0","ta","gd","pconc","ta","ta","gd","alq","633","unf","0","586","1219","gasa","gd","y","sbrkr","1265","0","0","1265","0","1","2","0","3","1","gd","6","typ","1","gd","attchd","1965","rfn","2","502","ta","ta","y","0","92","0","96","0","0","nothing","mnprv","nothing","0","10","2008","wd","normal","179900"
"1158","1158","120","rl","34","5001","pave","nothing","ir1","lvl","allpub","inside","gtl","nridght","norm","norm","twnhs","1story","7","5","2007","2008","gable","compshg","vinylsd","vinylsd","stone","166","gd","ta","pconc","gd","ta","no","glq","904","unf","0","410","1314","gasa","ex","y","sbrkr","1314","0","0","1314","1","0","2","0","2","1","gd","6","typ","1","gd","attchd","2008","rfn","2","626","ta","ta","y","172","62","0","0","0","0","nothing","nothing","nothing","0","7","2009","wd","normal","230000"
"1159","1159","20","rl","92","11932","pave","nothing","reg","lvl","allpub","fr2","gtl","somerst","feedr","norm","1fam","1story","8","5","2007","2008","gable","compshg","vinylsd","vinylsd","stone","186","gd","ta","pconc","gd","ta","no","unf","0","unf","0","1580","1580","gasa","ex","y","sbrkr","1580","0","0","1580","0","0","2","0","3","1","gd","7","typ","0","nothing","attchd","2008","rfn","3","830","ta","ta","y","0","24","0","0","0","0","nothing","nothing","nothing","0","6","2008","conld","partial","235128"
