Id,OverallQual,OverallCond,KitchenQual,GarageCars,Functional,Fireplaces,BsmtExposure,GarageFinish,GarageQual,BsmtQual,HeatingQC,ExterQual,FireplaceQu,BsmtFinType1,BsmtFinType2,TotRmsAbvGrd,BsmtFinSF1,MasVnrArea,BsmtFinSF2,KitchenAbvGr,Outdoor_Rec,Total_Fullbath,Total_Halfbath,Total_House_Area,FinBsmt,SalePrice,logSalePrice,CentralAir_y,PavedDrive_p,PavedDrive_y
546,7,5,4,3,8,0,1,1,3,4,4,4,0,6,2,9,1002,178,202,1,0,2,1,3387,1.0,229000,12.341477282536376,1,0,1
547,6,7,3,2,8,1,1,1,3,4,5,3,4,3,1,6,300,0,0,1,182,1,1,2700,0.2816901408450704,210000,12.254862809699606,1,0,1
548,5,7,3,2,8,0,3,1,3,4,5,3,0,5,1,5,619,0,0,1,104,2,0,1536,0.8059895833333334,129500,11.771436160121729,1,0,1
549,5,7,3,2,8,0,1,2,3,3,3,3,0,2,3,4,180,0,645,1,190,2,0,1650,1.0,125000,11.736069016284437,1,0,1
550,7,5,4,2,8,1,1,3,3,4,5,4,4,1,1,8,0,0,0,1,364,2,1,3006,0.0,263000,12.479909311159902,1,0,1
551,6,6,3,2,8,0,1,2,3,4,3,3,0,5,1,4,559,0,0,1,255,2,0,2138,0.5229186155285314,140000,11.84939770159144,1,0,1
552,5,6,3,1,8,0,1,3,3,3,4,3,0,3,1,5,308,0,0,1,0,1,0,1856,0.3318965517241379,112500,11.630708500626612,1,0,1
553,8,5,4,3,8,1,3,2,3,5,5,4,4,1,1,7,0,250,0,1,208,2,0,3426,0.0,255500,12.450977688625896,1,0,1
554,4,5,4,2,8,0,0,3,3,0,5,3,0,0,0,5,0,0,0,1,96,2,0,1126,0.0,108000,11.589886506106357,1,0,0
555,7,5,4,3,8,1,1,2,3,4,5,4,4,6,1,8,866,292,0,1,382,3,1,3044,0.8677354709418837,284000,12.556729517143344,1,0,1
556,5,6,3,1,8,1,1,1,3,3,3,3,4,1,1,5,0,0,0,1,116,1,0,2041,0.0,113000,11.635143097694478,1,0,1
557,5,5,3,1,8,1,1,3,3,3,3,3,3,3,1,6,895,0,0,1,390,2,0,2184,0.8195970695970696,141000,11.856515169360305,1,0,1
558,4,6,3,1,8,0,1,1,3,3,4,3,0,3,1,7,637,0,0,1,167,1,1,1973,1.0,108000,11.589886506106357,1,0,1
559,7,5,3,2,8,1,4,1,3,4,5,3,3,6,1,6,604,0,0,1,286,2,2,2175,0.8285322359396433,175000,12.072541252905651,1,0,1
560,7,5,4,2,8,1,4,3,3,4,5,4,3,1,1,7,0,18,0,1,163,2,0,2931,0.0,234000,12.363076394339839,1,0,1
561,5,6,3,2,5,1,1,1,3,4,3,3,4,5,1,5,1302,180,0,1,95,2,1,2784,0.9353448275862069,121500,11.70766954176274,1,0,1
562,5,5,3,2,8,1,3,2,3,4,4,3,3,5,2,6,1071,0,123,1,278,2,0,2778,0.8596112311015118,170000,12.043553716032399,1,0,1
563,5,6,3,0,8,1,1,0,0,3,5,3,4,4,1,6,290,0,0,1,144,2,0,1992,0.2911646586345381,108000,11.589886506106357,1,0,1
564,6,7,3,2,8,1,2,3,3,4,5,3,4,1,1,8,0,0,0,1,252,2,0,2837,0.0,185000,12.128111104060462,1,0,0
565,7,5,4,2,8,1,1,2,3,4,5,4,3,6,1,9,728,0,0,1,40,3,1,3390,0.6648401826484018,268000,12.498742259492994,1,0,1
566,6,4,2,1,8,0,1,1,3,4,3,3,0,1,1,6,0,0,0,1,202,2,1,2453,0.0,128000,11.759785542901755,0,0,1
567,9,5,5,3,8,1,1,3,3,4,5,4,4,1,1,11,0,245,0,1,183,2,1,3626,0.0,325000,12.691580461311874,1,0,1
568,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,7,2,168,0,1,0,2,0,3052,0.0013183915622939635,214000,12.273731294003989,1,0,1
569,8,8,4,2,6,1,4,3,4,4,5,4,4,6,1,5,1441,0,0,1,389,2,1,3628,0.9632352941176471,316600,12.66539442642905,1,0,1
570,5,5,3,2,8,2,4,1,3,4,3,3,3,6,1,4,943,0,0,1,42,2,0,1886,1.0,135960,11.820116003810051,1,0,1
571,5,5,3,2,8,0,1,1,3,3,3,3,0,2,1,10,231,108,0,2,0,2,0,3456,0.13368055555555558,142600,11.867798786962332,1,0,1
572,6,6,4,1,8,0,1,1,3,3,5,3,0,4,1,4,414,207,0,1,168,2,0,1728,0.47916666666666663,120000,11.695247021764184,1,0,1
573,7,5,4,2,8,0,3,2,3,5,4,3,0,1,1,6,0,0,0,1,322,2,1,2538,0.0,224500,12.321630986164447,1,0,1
574,7,5,3,2,8,1,1,2,3,4,5,3,3,1,1,8,0,0,0,1,100,2,1,1814,0.0,170000,12.043553716032399,1,0,1
575,5,7,3,1,8,0,3,1,3,3,3,3,0,5,1,5,349,82,0,1,35,1,1,1481,0.9381720430107527,139000,11.842229212112828,1,0,1
576,5,5,3,1,8,0,1,1,3,3,3,3,0,3,1,6,442,0,0,1,260,1,0,2048,0.53125,118500,11.682668239557323,1,0,1
577,7,7,3,1,8,1,1,1,3,3,4,3,4,1,1,6,0,0,0,1,50,2,1,2338,0.0,145000,11.884489021402711,1,0,1
578,5,6,3,2,8,2,3,2,3,3,5,3,2,2,5,6,328,97,551,1,468,2,0,2484,0.7551546391752577,164500,12.010665849187564,1,0,1
579,7,5,4,2,8,0,1,1,3,4,5,4,0,1,1,5,0,0,0,1,102,2,0,2081,0.0,146000,11.891361900690473,1,0,1
580,5,5,3,1,8,0,1,1,2,3,5,3,0,1,1,7,0,335,0,1,0,2,0,2845,0.0,131500,11.786762130599957,0,0,1
581,6,6,4,2,8,2,1,1,3,3,5,3,4,4,3,7,594,85,219,1,326,1,1,2573,0.7106643356643356,181900,12.111212364506214,1,0,1
582,8,5,5,3,8,1,1,2,3,5,5,5,4,1,1,8,0,306,0,1,90,2,1,4084,0.0,253293,12.442302200392747,1,0,1
583,6,5,3,0,8,0,3,0,0,4,3,3,0,6,1,5,816,104,0,1,32,2,0,1632,1.0,118500,11.682668239557323,1,0,1
584,10,9,4,2,8,1,1,1,4,3,4,5,4,1,1,9,0,0,0,1,607,3,1,4012,0.0,325000,12.691580461311874,1,0,1
585,4,7,4,1,8,0,1,1,3,3,5,3,0,1,1,6,0,0,0,1,174,1,0,2457,0.0,133000,11.79810440720389,1,0,1
586,8,5,4,3,8,2,4,2,3,5,5,4,4,6,1,7,1460,208,0,1,392,3,0,3896,0.7815845824411135,369900,12.820987977820545,1,0,1
587,6,7,2,1,8,0,2,3,3,3,5,3,0,3,5,5,210,0,606,1,112,2,0,1654,1.0,130000,11.77528972943772,1,0,0
588,5,6,3,2,8,0,3,1,3,3,3,3,0,5,1,4,672,0,0,1,0,2,0,1700,0.8,137000,11.827736204810263,1,0,1
589,5,8,5,1,8,2,4,1,3,3,5,3,4,6,1,5,1324,0,0,1,108,3,0,2910,0.9213639526791928,143000,11.870599909242044,1,0,1
590,5,6,3,1,8,0,1,1,3,3,3,3,0,1,1,4,0,0,0,1,0,1,0,1677,0.0,79500,11.283512300642423,1,1,0
591,7,5,4,2,8,0,1,2,3,4,5,4,0,6,1,6,490,0,0,1,45,2,1,2352,0.6363636363636364,185900,12.132964173709535,1,0,1
592,10,5,5,3,8,1,4,2,3,5,5,5,4,6,1,10,1338,420,0,1,656,3,1,4018,0.7770034843205575,451950,13.021326833226556,1,0,1
593,5,8,3,2,8,0,1,3,3,3,5,3,0,6,1,4,816,0,0,1,0,2,0,1632,1.0,138000,11.835008964139341,1,0,1
594,6,5,4,2,8,0,3,3,3,4,5,4,0,6,1,4,685,170,0,1,140,2,0,1696,0.8077830188679245,140000,11.84939770159144,1,0,1
595,5,6,3,1,8,0,1,1,3,4,3,3,0,1,1,5,0,0,0,1,0,1,0,1848,0.0,110000,11.608235644774552,1,0,1
596,8,5,4,3,8,1,4,3,3,4,5,4,3,6,1,7,1422,238,0,1,375,3,0,3640,0.7839029768467475,319000,12.672946381766982,1,0,1
597,6,7,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,0,0,1,158,1,0,2052,0.0,114504,11.648365035864053,0,0,0
598,7,5,4,3,8,1,3,3,3,5,5,4,4,1,1,7,0,72,0,1,136,0,4,2660,0.0,194201,12.17664898415669,1,0,1
599,5,6,4,2,8,1,2,3,3,4,5,3,3,5,2,7,1283,459,147,1,0,3,0,3077,1.0,217500,12.289954129510877,1,0,1
600,6,6,3,2,8,1,1,3,3,4,3,3,3,2,6,6,81,0,612,1,161,3,1,2272,0.9678770949720671,151000,11.925035115797062,1,0,1
601,8,5,5,2,8,1,3,3,3,4,5,4,4,6,1,8,546,280,0,1,239,3,1,2962,0.5160680529300568,275000,12.524526376648708,1,0,1
602,6,6,4,1,8,1,1,1,3,3,3,3,4,1,1,6,0,0,0,1,288,1,1,2155,0.0,141000,11.856515169360305,1,1,0
603,8,5,4,2,8,1,2,3,3,4,5,4,3,6,1,8,789,0,0,1,270,3,1,2823,0.8689427312775331,220000,12.301382825334498,1,0,1
604,7,5,4,2,8,0,1,2,3,4,5,4,0,1,1,4,0,0,0,1,172,2,1,1800,0.0,151000,11.925035115797062,1,0,1
605,7,5,4,2,8,1,2,2,3,4,5,4,3,6,1,6,922,99,0,1,228,3,0,2988,0.6171352074966533,221000,12.30591798049989,1,0,1
606,7,6,3,2,8,3,1,1,3,3,3,3,2,4,1,7,454,176,0,1,231,2,1,2754,0.5911458333333333,205000,12.230765258120545,1,0,1
607,5,5,4,2,8,0,1,1,3,4,4,3,0,6,1,6,732,0,0,1,168,2,0,2080,0.7038461538461538,152000,11.931635799828413,1,0,1
608,5,8,5,1,8,0,1,1,3,3,5,3,0,6,1,8,603,0,0,1,103,4,0,2904,0.6729910714285714,225000,12.323855681186558,1,0,1
609,8,6,3,2,8,2,2,1,3,4,3,3,4,4,1,10,428,0,0,1,0,2,1,4159,0.4435233160621762,359100,12.791356180214175,1,0,1
610,4,5,3,1,8,0,2,1,3,3,4,3,0,3,1,5,903,192,0,1,103,2,0,2058,0.8775510204081632,118500,11.682668239557323,1,0,1
611,9,5,5,3,8,2,2,3,3,5,5,4,5,6,1,8,904,204,0,1,395,3,1,3593,0.6277777777777778,313000,12.65395846952229,1,0,1
612,6,6,3,2,8,1,3,1,3,4,3,3,3,5,1,6,605,233,0,1,0,2,1,2064,0.5862403100775193,148000,11.904967552746252,1,0,1
613,8,5,5,2,8,1,3,2,3,4,5,4,3,6,1,7,990,108,0,1,282,3,1,3171,0.7621247113163973,261500,12.474189562487116,1,0,1
614,5,5,3,0,8,0,1,0,0,4,5,3,0,5,1,6,206,0,0,1,30,1,0,2240,0.18392857142857144,147000,11.898187865760873,1,0,1
615,4,6,3,0,8,0,3,0,0,4,5,3,0,2,6,3,150,0,480,1,120,2,0,1260,1.0,75500,11.231887935237117,1,0,1
616,6,7,4,2,8,0,4,2,3,3,5,3,0,6,1,6,763,156,0,1,120,2,0,1990,0.8151709401709402,137500,11.831379196088763,1,0,1
617,6,5,4,2,8,1,1,3,3,4,5,4,4,6,1,7,457,0,0,1,175,3,1,2292,0.5836526181353767,183200,12.118333731222167,1,0,1
618,6,6,4,2,8,0,1,1,3,3,4,3,0,1,1,4,0,0,0,1,0,1,0,1664,0.0,105500,11.566466231898259,1,0,1
619,9,5,4,3,8,1,3,1,3,5,5,5,4,6,1,9,48,452,0,1,368,2,0,3650,0.02634467618002201,314813,12.659734090733718,1,0,1
620,8,5,4,3,8,2,4,3,3,4,5,4,4,6,1,10,871,226,0,1,168,3,1,3744,0.5877192982456141,305000,12.628067055589549,1,0,1
621,3,3,3,0,8,0,1,0,0,3,3,3,0,4,1,5,41,0,0,1,100,2,0,1728,0.04745370370370372,67000,11.112447898373103,0,0,0
622,6,7,3,2,8,1,1,2,3,3,3,3,3,5,3,9,956,0,182,1,281,2,1,4136,0.7477003942181341,240000,12.388394202324129,1,0,1
623,5,6,3,2,8,0,1,1,3,3,3,3,0,4,1,6,560,153,0,1,192,1,0,1960,0.5714285714285714,135000,11.813030057420567,1,0,1
624,6,5,4,2,8,1,1,1,3,4,5,4,3,6,1,4,420,513,0,1,32,2,1,2268,0.5555555555555556,168500,12.034691028774553,1,0,1
625,6,5,3,2,6,1,1,2,3,3,4,3,3,3,1,8,247,288,0,1,295,2,2,2522,0.337431693989071,165150,12.014609430818936,1,0,1
626,6,6,3,2,8,0,1,1,3,3,3,3,0,1,1,5,0,261,0,1,385,1,1,2232,0.0,160000,11.982929094215963,1,0,1
627,5,5,3,1,7,1,1,2,3,3,3,3,3,1,1,6,0,0,0,1,36,1,0,2400,0.0,139900,11.848683160653573,1,0,1
628,6,6,3,1,8,2,3,2,3,3,5,3,4,4,2,7,674,164,132,1,189,2,0,2676,0.6972318339100346,153000,11.938193200374572,1,0,1
629,5,5,2,2,8,2,3,1,3,4,3,3,3,3,1,9,650,192,0,1,335,1,3,3120,0.625,135000,11.813030057420567,1,0,1
630,6,5,3,2,8,0,4,2,3,3,3,3,0,6,3,6,624,259,336,1,176,2,1,2598,0.7692307692307692,168500,12.034691028774553,1,0,1
631,5,6,5,1,8,0,1,1,2,2,3,3,0,1,1,8,0,0,0,1,293,1,0,2386,0.0,124000,11.728036844587175,1,0,0
632,8,5,4,2,8,1,2,2,3,4,5,4,4,6,1,6,24,108,0,1,229,2,0,3108,0.015444015444015413,209500,12.25247901834433,1,0,1
633,7,5,3,2,8,1,1,3,3,3,3,3,3,5,1,6,822,209,0,1,192,2,0,2797,0.5930735930735931,82500,11.320553572322773,1,0,1
634,5,7,3,1,8,0,1,1,3,3,3,3,0,4,2,6,480,0,468,1,390,1,1,2112,0.8977272727272727,139400,11.845102777308561,1,0,1
635,6,5,3,2,8,0,1,1,3,3,4,3,0,6,1,4,1056,0,0,2,320,2,0,2112,1.0,144000,11.877568578558138,1,0,1
636,6,7,2,0,8,0,1,0,0,3,5,2,0,2,1,14,256,0,0,2,110,2,0,4835,0.1777777777777778,200000,12.206072645530174,1,0,0
637,2,3,2,0,4,1,1,0,0,3,2,2,1,1,1,4,0,0,0,1,0,1,0,1064,0.0,60000,11.002099841204238,0,0,0
638,5,4,4,1,8,0,1,1,3,3,3,3,0,1,1,7,0,0,0,2,0,2,0,2198,0.0,93000,11.440354772135393,1,0,1
639,5,7,3,0,8,0,1,0,0,2,4,3,0,1,1,4,0,0,0,1,492,1,0,1592,0.0,85000,11.350406535472453,1,1,0
640,8,5,5,3,8,1,3,3,3,4,5,4,4,6,1,7,1154,0,0,1,312,3,0,3087,0.7592105263157894,264561,12.485827127509431,1,0,1
641,8,5,5,2,8,1,4,2,3,5,5,5,4,6,1,6,1218,472,0,1,325,1,1,3036,0.8023715415019763,274000,12.520883385370206,1,0,1
642,7,5,4,2,8,1,1,3,3,4,5,4,3,6,1,7,738,0,0,1,235,3,1,2986,0.6982024597918637,226000,12.328290278254423,1,0,1
643,8,7,5,2,8,3,4,3,3,4,4,4,3,6,1,9,1410,0,0,1,380,3,1,4656,0.7223360655737705,345000,12.751299696013497,1,0,1
644,5,5,3,2,7,0,1,3,3,3,5,3,0,3,4,7,493,263,287,1,208,2,1,2400,1.0,152000,11.931635799828413,1,0,1
645,9,5,5,3,8,1,2,3,3,5,5,5,4,6,1,7,1121,162,0,1,325,3,1,3532,0.6347678369195924,370878,12.823628446539173,1,0,1
646,6,5,3,2,8,0,1,1,3,3,3,3,0,5,2,5,282,0,35,1,352,2,1,1962,0.3231396534148828,143250,11.872346634576987,1,0,1
647,5,5,3,2,7,0,0,1,3,0,4,3,0,0,0,7,0,0,0,1,27,1,0,1048,0.0,98300,11.495779306135258,1,0,1
648,6,5,3,2,8,2,2,2,3,3,5,3,4,3,1,5,500,216,0,1,287,1,0,2188,0.4570383912248629,155000,11.951180395901384,1,0,1
649,6,5,3,2,8,1,1,1,3,3,3,3,3,1,1,7,0,351,0,1,340,1,1,2595,0.0,155000,11.951180395901384,1,0,1
650,4,6,3,0,8,0,3,0,0,4,4,3,0,4,6,3,131,0,499,1,0,2,0,1260,1.0,84500,11.344506813345266,1,0,1
651,7,6,4,2,8,0,1,2,3,4,5,4,0,1,1,7,0,0,0,1,0,2,1,2478,0.0,205950,12.235388699864227,1,0,1
652,4,5,3,1,8,1,2,1,2,3,3,3,4,1,1,7,0,0,0,1,120,2,0,2265,0.0,108000,11.589886506106357,1,1,0
653,7,5,4,2,8,1,1,2,3,4,5,4,3,1,1,7,0,0,0,1,120,2,1,2596,0.0,191000,12.160028707028767,1,0,1
654,6,7,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,0,0,1,296,1,0,2225,0.0,135000,11.813030057420567,1,0,1
655,8,6,4,3,8,1,4,3,3,4,5,4,3,6,1,7,1696,660,0,1,282,3,1,4222,0.8041725936462778,350000,12.765688433465597,1,0,1
656,6,5,3,1,8,0,1,1,3,3,3,3,0,1,1,6,0,381,0,1,0,1,1,1617,0.0,88000,11.385092093460344,1,0,1
657,5,7,4,1,8,0,1,2,3,3,5,4,0,5,1,5,806,54,0,1,0,2,1,2106,0.7654320987654322,145500,11.887931365593685,1,0,1
658,7,6,3,1,8,1,1,2,3,4,3,3,4,1,1,6,0,0,0,1,112,1,1,2278,0.0,149000,11.911701584927597,1,1,0
659,6,5,3,1,8,1,1,1,3,3,3,3,4,1,1,6,0,0,0,1,192,1,1,2370,0.0,97500,11.487607656985938,1,0,1
660,5,7,3,2,8,0,1,3,3,3,5,3,0,4,1,7,637,0,0,1,0,2,0,2972,0.4286675639300135,167000,12.025749091398891,1,0,1
661,7,7,3,2,8,1,1,2,3,4,3,3,3,1,1,7,0,233,0,1,365,2,1,2728,0.0,197900,12.195517131590657,1,0,1
662,8,7,4,3,8,1,1,2,3,4,5,4,3,6,3,8,1361,528,180,1,593,3,1,4077,0.9459791282995703,402000,12.904207367601158,1,0,1
663,6,3,3,2,3,2,1,2,3,2,4,3,3,1,1,5,0,216,0,1,240,2,0,2784,0.0,110000,11.608235644774552,1,0,1
664,4,5,3,2,8,0,3,2,3,4,3,3,0,4,3,6,920,0,180,1,180,3,0,2319,0.9666080843585237,137500,11.831379196088763,1,0,1
665,8,5,5,3,8,1,2,3,3,5,5,4,5,6,1,8,1721,0,0,1,459,2,1,4174,0.8285989407799711,423000,12.955127458028414,1,0,1
666,8,5,4,2,8,1,1,2,3,4,5,4,3,1,1,7,0,40,0,1,312,2,1,3342,0.0,230500,12.348006141418841,1,0,1
667,6,5,3,2,2,1,1,1,3,4,3,3,1,2,3,7,187,113,723,1,265,2,1,3401,0.89128305582762,129000,11.76756768334381,1,0,1
668,6,5,4,2,8,1,1,2,3,4,5,3,2,6,1,7,1138,258,0,1,266,3,0,3087,0.8082386363636364,193500,12.173032791451973,1,0,1
669,5,6,3,2,6,1,1,1,3,3,4,3,3,3,1,6,988,0,0,1,304,2,1,2625,0.8316498316498316,168000,12.031719258385396,1,0,1
670,4,5,2,1,8,1,1,1,3,2,5,3,4,1,1,5,0,0,0,1,67,1,0,1880,0.0,137500,11.831379196088763,1,0,1
671,6,5,4,2,8,0,1,3,3,4,5,4,0,6,1,7,193,0,0,1,135,3,1,2214,0.2615176151761518,173500,12.063932878369052,1,0,1
672,6,6,3,1,8,0,1,1,3,3,3,3,0,4,1,6,551,0,0,1,147,3,0,2041,0.8199404761904762,103600,11.54829260880752,0,0,1
673,6,6,3,2,8,1,1,2,3,4,3,4,3,5,1,6,767,0,0,1,240,2,1,2416,0.634933774834437,165000,12.013700752882718,1,0,1
674,6,7,4,2,8,2,1,3,3,3,5,3,3,6,1,7,1186,106,0,1,287,3,0,3316,0.8029790115098172,257500,12.458774999085929,1,0,1
675,6,6,3,1,8,1,1,2,3,3,3,3,4,3,1,5,892,0,0,1,426,2,0,2272,0.7852112676056338,140000,11.84939770159144,1,0,1
676,6,6,3,2,8,1,1,1,3,3,3,3,3,5,1,7,311,0,0,1,28,2,1,2296,0.3637426900584795,148500,11.908340237224891,1,0,1
677,4,2,3,3,6,0,1,1,2,3,2,3,0,1,1,8,0,0,0,2,90,3,0,2869,0.0,87000,11.37366339763672,0,0,0
678,5,8,4,1,8,0,1,1,2,3,5,4,0,1,1,5,0,0,0,1,436,1,0,1560,0.0,109500,11.603679828238693,1,0,0
679,8,5,4,3,8,1,2,3,3,5,5,4,4,1,1,7,0,464,0,1,404,2,1,4092,0.0,372500,12.827992316801751,1,0,1
680,5,5,3,2,8,0,1,1,3,3,3,3,0,3,1,5,827,57,0,1,0,2,0,1976,0.8370445344129555,128500,11.763684183317412,1,0,1
681,6,5,3,1,8,1,1,2,3,4,3,3,3,4,4,5,543,0,119,1,80,2,0,1846,0.7172264355362947,143000,11.870599909242044,1,0,1
682,5,5,3,1,8,0,1,1,3,3,5,3,0,3,1,6,182,0,0,1,56,1,0,2313,0.2295081967213115,159434,11.979385322467598,1,0,1
683,6,5,4,2,8,1,2,1,3,4,5,3,4,6,1,6,1003,0,0,1,307,2,0,2582,0.7769171185127808,173000,12.061046873479915,1,0,1
684,9,5,4,3,8,1,3,3,3,4,5,4,3,6,1,7,1059,215,0,1,302,3,0,3294,0.6512915129151291,285000,12.560244459250788,1,0,1
685,7,5,3,2,8,0,1,3,3,4,4,4,0,1,1,7,0,30,0,1,81,2,1,3034,0.0,221000,12.30591798049989,1,0,1
686,7,5,4,2,7,1,2,3,3,4,4,4,3,6,2,6,828,0,182,1,219,3,0,3280,0.8487394957983193,207500,12.24288661865289,1,0,1
687,7,6,4,2,8,0,1,3,3,4,5,4,0,1,1,7,0,0,0,1,249,3,0,2635,0.0,227875,12.336552511980964,1,0,1
688,7,5,4,2,8,0,1,1,3,4,5,4,0,6,1,4,239,0,0,1,60,2,1,1653,0.43375680580762255,148800,11.910358401381128,1,0,1
689,8,6,4,2,8,1,3,2,3,4,5,4,4,6,1,7,945,0,0,1,140,3,0,2838,0.6659619450317125,392000,12.8790171187726,1,0,1
690,6,5,4,2,8,1,3,2,3,4,5,4,4,5,1,6,20,256,0,1,220,2,0,2724,0.014684287812041119,194700,12.17921519136029,1,0,1
691,6,5,4,2,8,1,4,2,3,4,5,4,3,6,1,3,697,147,0,1,149,2,0,1696,0.8219339622641509,141000,11.856515169360305,1,0,1
692,10,6,5,3,8,2,4,3,3,5,5,5,5,6,1,10,1455,1170,0,1,432,3,2,6760,0.5953355155482816,755000,13.534473028231162,1,0,1
693,7,5,4,2,8,2,4,2,3,4,5,4,4,6,1,9,965,293,0,1,347,3,1,3729,0.7975206611570248,335000,12.721885810807203,1,0,1
694,5,6,3,1,8,0,1,1,3,3,5,3,0,1,1,4,0,0,0,1,112,1,0,2146,0.0,108480,11.594321103174222,1,0,1
695,5,6,3,2,8,0,1,1,3,3,3,3,0,1,1,5,0,0,0,1,112,1,1,2466,0.0,141500,11.86005499606543,1,0,1
696,6,6,4,2,8,1,1,1,3,4,4,3,3,6,2,5,980,72,40,1,125,3,0,2249,0.9172661870503597,176000,12.078239274020289,1,0,1
697,5,7,3,1,8,0,1,1,3,3,4,3,0,2,1,4,616,0,0,1,129,1,0,1232,1.0,89000,11.396391648714276,1,0,1
698,5,7,3,1,8,0,2,1,3,5,2,3,0,2,5,6,210,0,551,1,0,1,1,2128,0.7765306122448979,123500,11.72399643505017,1,0,1
699,5,8,3,1,8,1,1,1,3,3,5,3,4,6,4,5,553,0,117,1,560,2,0,1788,0.7494407158836689,138500,11.83862560460953,1,0,1
700,7,5,4,2,8,0,2,2,3,4,5,4,0,6,1,5,16,0,0,1,314,2,0,2782,0.011502516175413424,196000,12.185869938212655,1,0,1
701,8,5,4,3,8,1,4,3,3,5,5,4,4,6,1,7,1274,630,0,1,348,3,0,3600,0.7077777777777778,312500,12.652359748158593,1,0,1
702,7,5,3,2,8,0,1,1,3,3,3,3,0,1,1,6,0,168,0,1,0,1,1,2328,0.0,140000,11.84939770159144,1,0,1
703,8,5,5,3,8,1,1,3,3,5,5,5,4,1,1,10,0,466,0,1,424,2,1,3810,0.0,361919,12.799175708864519,1,0,1
704,5,9,4,2,8,1,1,1,3,4,4,3,1,1,1,8,0,0,0,2,384,2,0,2172,0.0,140000,11.84939770159144,1,0,0
705,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,7,712,109,0,1,179,3,0,2957,0.48336727766463006,213000,12.269047444691562,1,0,1
706,4,5,2,0,5,0,0,0,0,0,2,2,0,0,0,7,0,0,0,2,0,2,0,1092,0.0,55000,10.915088464214607,0,0,0
707,7,5,4,2,8,2,4,1,3,4,3,3,3,6,1,5,1219,351,0,1,428,3,0,3467,0.7419354838709677,302000,12.618182296357007,1,0,1
708,8,5,4,2,8,1,1,3,3,4,5,4,4,6,1,6,863,176,0,1,230,3,0,2648,0.6518126888217523,254000,12.445089546000673,1,0,1
709,7,5,4,2,8,1,3,3,3,4,5,4,4,1,1,8,0,0,0,1,124,2,1,2184,0.0,179540,12.09815330331068,1,0,1
710,5,7,3,1,8,0,1,1,3,3,3,3,0,1,1,6,0,41,0,1,0,1,0,1780,0.0,109900,11.607326140391713,1,0,1
711,3,6,3,0,3,0,1,0,0,3,4,4,0,1,1,5,0,0,0,1,0,1,0,999,0.0,52000,10.858998997563564,1,0,0
712,4,7,3,1,8,0,2,2,3,3,4,3,0,1,1,7,0,0,0,1,166,1,0,2037,0.0,102776,11.540307141711446,1,0,0
713,8,5,4,2,8,1,2,3,3,4,4,4,4,6,1,5,767,0,0,1,288,3,0,2456,0.6245928338762214,189000,12.14950229404178,1,0,1
714,4,5,3,2,8,0,3,1,3,3,3,3,0,5,1,6,789,160,0,1,288,2,0,1920,0.821875,129000,11.76756768334381,0,0,1
715,6,8,4,2,8,0,1,2,3,3,5,4,0,6,1,6,533,289,0,1,44,2,1,2204,0.7351724137931035,130500,11.779128505744886,1,0,1
716,6,5,3,2,8,1,1,2,3,4,3,3,3,1,1,7,0,174,0,1,0,2,0,2414,0.0,165000,12.013700752882718,1,0,1
717,7,8,3,2,8,0,1,1,3,3,5,3,0,1,1,8,0,0,0,1,191,1,1,3272,0.0,159500,11.979799201207037,1,1,0
718,5,6,4,2,8,1,1,1,3,4,4,3,2,4,1,5,1084,0,0,1,224,1,2,2354,0.9217687074829932,157000,11.964001084330445,1,0,1
719,7,5,4,3,8,1,4,2,3,4,5,4,3,6,1,9,1173,651,0,1,620,3,1,3729,0.8947368421052632,341000,12.739637756265655,1,0,1
720,5,6,3,1,8,1,4,1,3,4,3,3,1,5,1,5,523,0,0,1,0,1,1,1942,0.5386199794026776,128500,11.763684183317412,1,0,1
721,8,5,4,2,8,1,4,2,3,4,3,4,3,6,1,5,1148,0,0,1,376,3,0,3484,0.659012629161883,275000,12.524526376648708,1,0,1
722,6,5,4,2,8,0,3,2,3,4,5,4,0,6,1,3,662,169,0,1,160,2,0,1696,0.7806603773584906,143000,11.870599909242044,1,0,1
723,4,7,3,2,8,0,1,1,3,3,5,3,0,5,1,5,191,0,0,1,0,1,0,1728,0.22106481481481477,124500,11.732060994886899,1,0,1
724,4,6,3,1,8,0,1,1,3,3,5,3,0,1,1,7,0,0,0,1,156,2,0,2411,0.0,135000,11.813030057420567,1,0,1
725,9,5,5,3,8,1,1,3,3,5,5,5,4,6,1,8,1234,340,0,1,391,3,0,3396,0.7267373380447586,320000,12.676076274775909,1,0,1
726,4,6,4,2,8,0,1,1,3,3,3,3,0,5,4,5,375,0,239,1,96,1,0,1728,0.7106481481481481,120500,11.699405031912846,1,0,1
727,6,9,4,2,8,1,1,3,3,4,5,4,4,6,1,5,808,260,0,1,518,3,0,2560,0.9181818181818182,222000,12.310432660854417,1,0,1
728,7,5,4,2,8,0,3,2,3,4,5,4,0,6,1,6,724,82,0,1,132,3,0,2464,0.5876623376623377,194500,12.178187442040638,1,0,1
