Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,decade_YearBuilt,decade_YearRemodAdd,decade_GarageYrBlt
1267,190,rm,60,10120,pave,nothing,ir1,bnk,allpub,inside,3,oldtown,feedr,norm,2fmcon,2.5unf,7,4,1910,1950,hip,compshg,wd sdng,wd sdng,nothing,0,2,3,cblock,3,3,1,1,0,1,0,925,925,gasa,3,n,fusef,964,925,0,1889,0,0,1,1,4,2,3,9,8,1,4,detchd,1960,1,1,308,3,3,n,0,0,264,0,0,0,0,mnprv,nothing,0,1,2007,wd,normal,122000,1,5,6
1268,20,rl,89,13214,pave,nothing,ir1,hls,allpub,inside,3,timber,norm,norm,1fam,1story,9,5,2008,2009,hip,compshg,stucco,cmentbd,nothing,0,5,3,pconc,5,3,4,1,0,1,0,2002,2002,gasa,5,y,sbrkr,2018,0,0,2018,0,0,2,0,3,1,5,10,8,1,4,attchd,2009,3,3,746,3,3,y,144,76,0,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,378500,10,10,10
1269,50,rl,0,14100,pave,nothing,ir1,lvl,allpub,inside,2,crawfor,norm,norm,1fam,1.5fin,8,9,1935,1997,gable,compshg,stucco,stucco,brkface,632,3,4,cblock,3,3,2,3,192,1,0,536,728,gasa,5,y,sbrkr,1968,1479,0,3447,0,0,3,1,4,1,4,11,8,2,4,builtin,1982,1,3,1014,3,3,y,314,12,0,0,0,0,0,gdwo,nothing,0,5,2008,wd,normal,381000,3,9,8
1270,50,rl,78,11344,pave,nothing,reg,lvl,allpub,inside,3,names,feedr,norm,1fam,1.5fin,5,5,1958,1958,gable,compshg,metalsd,metalsd,brkface,180,3,3,cblock,3,3,1,4,460,1,0,414,874,gasw,3,y,fusea,874,650,0,1524,0,0,1,1,3,1,3,7,8,0,0,attchd,1958,1,1,315,3,3,y,0,0,0,0,0,0,0,gdwo,nothing,0,7,2007,wd,normal,144000,5,5,5
1271,40,rl,0,23595,pave,nothing,reg,low,allpub,inside,1,clearcr,norm,norm,1fam,1story,7,6,1979,1979,shed,wdshake,plywood,plywood,nothing,0,4,3,pconc,4,3,4,6,1258,1,0,74,1332,gasa,3,y,sbrkr,1332,192,0,1524,2,0,0,1,0,1,4,4,8,1,3,attchd,1979,3,2,586,3,3,y,268,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,260000,7,7,7
1272,20,rl,0,9156,pave,nothing,ir1,lvl,allpub,inside,3,nwames,posn,norm,1fam,1story,6,7,1968,1968,hip,compshg,brkface,brkface,nothing,0,3,3,cblock,3,3,1,1,0,1,0,1489,1489,gasa,4,y,sbrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,4,attchd,1968,2,2,462,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,8,2009,wd,normal,185750,6,6,6
1273,20,rl,0,13526,pave,nothing,ir1,lvl,allpub,culdsac,3,sawyer,norm,norm,1fam,1story,5,6,1965,1965,hip,compshg,hdboard,plywood,brkface,114,3,3,cblock,3,3,1,4,560,2,375,0,935,gasa,3,y,sbrkr,935,0,0,935,1,0,1,0,3,1,3,5,8,0,0,attchd,1965,1,1,288,3,3,y,180,0,0,0,0,0,0,mnprv,nothing,0,11,2006,wd,normal,137000,6,6,6
1274,80,rl,124,11512,pave,nothing,ir1,lvl,allpub,corner,3,edwards,norm,norm,1fam,slvl,6,7,1959,2006,gable,compshg,plywood,plywood,brkface,84,3,3,cblock,3,3,3,5,719,1,0,300,1019,gasa,4,y,sbrkr,1357,0,0,1357,1,0,1,0,2,1,5,5,8,1,4,basment,1959,2,1,312,3,3,y,0,0,0,0,163,0,0,gdprv,nothing,0,5,2008,wd,normal,177000,5,10,5
1275,50,rl,53,5362,pave,nothing,reg,lvl,allpub,corner,3,crawfor,norm,norm,1fam,1.5fin,5,6,1910,2003,gable,compshg,wd sdng,wd shng,nothing,0,3,3,pconc,3,3,1,1,0,1,0,661,661,gasa,5,y,sbrkr,661,589,0,1250,0,0,2,0,3,1,3,8,8,1,4,detchd,1985,1,2,552,3,3,y,242,0,81,0,0,0,0,nothing,nothing,0,11,2007,wd,normal,139000,1,10,8
1276,90,rl,95,11345,pave,nothing,reg,lvl,allpub,corner,3,names,feedr,norm,duplex,2story,5,5,1948,1950,gable,roll,asbshng,asbshng,stone,567,3,3,cblock,3,3,1,3,220,1,0,708,928,gasa,4,y,fusea,928,992,0,1920,0,0,2,0,4,2,3,10,8,0,0,detchd,1948,1,2,400,3,2,y,0,0,0,0,0,0,0,nothing,nothing,0,7,2007,wd,normal,137000,4,5,4
1277,60,rl,0,12936,pave,nothing,ir1,lvl,allpub,culdsac,3,nwames,norm,norm,1fam,2story,6,6,1972,1972,gable,compshg,hdboard,plywood,nothing,0,3,3,cblock,3,4,1,4,593,1,0,130,723,gasa,3,y,sbrkr,735,660,0,1395,0,1,1,1,3,1,3,6,8,1,3,attchd,1972,1,2,497,3,3,y,294,116,0,0,0,0,0,nothing,nothing,0,12,2009,wd,normal,162000,7,7,7
1278,80,rl,0,17871,pave,nothing,ir1,lvl,allpub,culdsac,3,nwames,norm,norm,1fam,slvl,6,5,1967,1976,gable,compshg,hdboard,hdboard,brkface,359,3,3,cblock,4,3,3,5,528,1,0,1152,1680,gasa,2,y,sbrkr,1724,0,0,1724,1,0,1,1,3,1,3,7,8,1,4,attchd,1967,2,2,480,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,6,2009,wd,normal,197900,6,7,6
1279,60,rl,75,9473,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,2story,8,5,2002,2002,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,4,3,1,6,804,1,0,324,1128,gasa,5,y,sbrkr,1128,903,0,2031,1,0,2,1,3,1,4,7,8,1,4,attchd,2002,2,2,577,3,3,y,0,211,0,0,0,0,0,nothing,nothing,0,3,2008,wd,normal,237000,10,10,10
1280,50,c (all),60,7500,pave,nothing,reg,lvl,allpub,inside,3,idotrr,norm,norm,1fam,1.5fin,4,4,1920,1950,gable,compshg,metalsd,metalsd,nothing,0,3,4,cblock,3,3,1,1,0,1,0,698,698,gasa,3,y,fusea,698,430,0,1128,0,0,1,0,2,1,3,6,8,0,0,detchd,1980,2,2,528,3,3,y,30,0,164,0,0,0,0,nothing,nothing,0,4,2010,cod,abnorml,68400,2,5,8
1281,20,rl,67,9808,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,brkface,110,4,3,pconc,4,3,1,6,788,1,0,785,1573,gasa,5,y,sbrkr,1573,0,0,1573,1,0,2,0,3,1,4,6,8,0,0,attchd,2002,2,2,544,3,3,y,0,72,0,0,0,0,0,nothing,nothing,0,3,2009,wd,normal,227000,10,10,10
1282,20,rl,50,8049,pave,nothing,ir1,lvl,allpub,culdsac,3,timber,norm,norm,1fam,1story,7,5,1990,1990,hip,compshg,hdboard,hdboard,brkface,54,3,3,cblock,4,3,1,5,1053,1,0,256,1309,gasa,3,y,sbrkr,1339,0,0,1339,1,0,2,0,2,1,3,6,8,1,3,attchd,1990,3,2,484,4,4,y,0,58,0,0,90,0,0,nothing,nothing,0,7,2006,wd,normal,180000,9,9,9
1283,20,rl,61,8800,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,5,7,1977,2008,gable,compshg,hdboard,hdboard,nothing,0,3,3,cblock,4,3,2,2,532,3,144,364,1040,gasa,3,y,sbrkr,1040,0,0,1040,0,0,2,0,3,1,4,5,8,0,0,detchd,1977,1,2,484,3,3,y,0,0,0,0,288,0,0,nothing,nothing,0,9,2009,wd,normal,150500,7,10,7
1284,90,rl,94,9400,pave,nothing,reg,low,allpub,corner,3,mitchel,norm,norm,duplex,2story,6,5,1971,1971,mansard,compshg,metalsd,wd shng,nothing,0,3,3,cblock,3,3,3,1,0,1,0,912,912,gasa,3,y,sbrkr,912,912,0,1824,0,0,2,2,4,2,3,8,8,0,0,nothing,1971,0,0,0,0,0,y,128,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,139000,7,7,7
1285,50,rl,50,9638,pave,nothing,reg,lvl,allpub,inside,3,swisu,feedr,norm,1fam,1.5fin,6,7,1919,1990,gable,compshg,wd sdng,wd shng,nothing,0,3,3,pconc,3,3,1,1,0,1,0,804,804,gasa,5,y,sbrkr,1699,748,0,2447,0,0,2,0,4,1,4,10,6,1,4,detchd,1969,1,1,336,3,3,y,272,0,42,0,116,0,0,nothing,nothing,0,3,2010,wd,normal,169000,1,9,6
1286,50,rm,50,6000,pave,nothing,reg,lvl,allpub,inside,3,brkside,norm,norm,1fam,1.5fin,6,6,1939,1950,gable,compshg,metalsd,metalsd,nothing,0,3,2,cblock,3,3,1,1,0,1,0,780,780,gasa,5,y,fusef,825,587,0,1412,0,0,1,0,4,1,3,6,8,1,4,detchd,1939,1,1,280,3,3,y,45,0,0,0,0,0,0,nothing,nothing,0,5,2009,wd,normal,132500,3,5,3
1287,20,rl,0,9790,pave,nothing,reg,lvl,allpub,inside,3,nwames,feedr,norm,1fam,1story,6,5,1963,1963,hip,compshg,hdboard,hdboard,brkface,451,3,3,cblock,3,3,1,5,569,3,81,678,1328,gasa,3,y,sbrkr,1328,0,0,1328,1,0,1,1,3,1,3,6,8,2,4,attchd,1963,1,2,528,3,3,y,0,26,0,0,0,0,0,nothing,nothing,0,6,2010,wd,normal,143000,6,6,6
1288,20,rl,0,36500,pave,nothing,ir1,low,allpub,inside,2,clearcr,norm,norm,1fam,1story,5,5,1964,1964,gable,compshg,wd sdng,wd sdng,brkcmn,621,3,4,cblock,3,3,3,3,812,1,0,812,1624,gasa,2,y,sbrkr,1582,0,0,1582,0,1,2,0,4,1,3,7,8,0,0,attchd,1964,1,2,390,3,3,n,168,198,0,0,0,0,0,nothing,nothing,0,6,2006,wd,normal,190000,6,6,6
1289,120,rl,40,5664,pave,nothing,ir1,lvl,allpub,inside,3,stonebr,norm,norm,twnhse,1story,8,5,2000,2000,gable,compshg,cemntbd,cmentbd,nothing,0,4,3,pconc,4,3,1,6,1158,1,0,343,1501,gasa,5,y,sbrkr,1659,0,0,1659,1,0,2,0,2,1,5,5,8,1,5,attchd,2000,3,2,499,3,3,y,212,59,0,0,0,0,0,nothing,nothing,0,10,2009,wd,normal,278000,10,10,10
1290,60,rl,86,11065,pave,nothing,ir1,lvl,allpub,inside,3,nridght,norm,norm,1fam,2story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,788,4,3,pconc,4,3,2,1,0,1,0,1085,1085,gasa,5,y,sbrkr,1120,850,0,1970,0,0,2,1,3,1,5,8,8,1,4,builtin,2006,3,3,753,3,3,y,177,74,0,0,0,0,0,nothing,nothing,0,10,2006,new,partial,281000,10,10,10
1291,80,rl,0,14112,pave,nothing,ir1,lvl,allpub,corner,3,names,norm,norm,1fam,slvl,5,7,1964,1964,hip,compshg,wd sdng,hdboard,brkface,86,3,3,pconc,3,3,3,6,1014,1,0,138,1152,gasa,3,y,sbrkr,1152,0,0,1152,1,0,1,0,3,1,3,6,8,1,4,attchd,1964,2,2,484,3,3,y,227,0,0,0,0,0,0,nothing,nothing,0,4,2010,wd,normal,180500,6,6,6
1292,160,rm,21,1680,pave,nothing,reg,lvl,allpub,inside,3,brdale,norm,norm,twnhs,2story,5,7,1972,1972,gable,compshg,cemntbd,cmentbd,brkface,268,3,3,cblock,3,3,1,5,231,1,0,399,630,gasa,3,y,sbrkr,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0,detchd,1972,1,1,264,3,3,y,185,0,0,0,0,0,0,nothing,nothing,0,2,2009,wd,normal,119500,7,7,7
1293,70,rm,60,6600,pave,nothing,reg,lvl,allpub,corner,3,oldtown,norm,norm,1fam,2story,5,4,1892,1965,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,stone,3,3,1,1,0,1,0,994,994,gasa,3,n,sbrkr,1378,994,0,2372,0,0,2,0,4,2,3,11,6,0,0,attchd,1985,2,1,432,3,3,y,0,287,0,0,0,0,0,nothing,nothing,0,12,2009,wd,normal,107500,1,6,8
1294,60,rl,78,10140,pave,nothing,reg,lvl,allpub,inside,3,nwames,norm,norm,1fam,2story,7,5,1976,1976,gable,compshg,hdboard,hdboard,nothing,0,3,3,pconc,4,3,1,6,194,1,0,638,832,gasa,3,y,sbrkr,832,832,0,1664,0,0,2,1,4,1,3,8,8,1,3,attchd,1976,2,2,528,3,3,y,0,28,0,0,259,0,0,gdwo,nothing,0,3,2006,wd,normal,162900,7,7,7
1295,20,rl,60,8172,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,1story,5,7,1955,1990,hip,compshg,wdshing,plywood,nothing,0,3,3,cblock,3,3,1,3,167,1,0,697,864,gasa,3,y,sbrkr,864,0,0,864,1,0,1,0,2,1,3,5,8,0,0,detchd,1957,1,2,572,3,3,n,0,0,0,0,0,0,0,nothing,nothing,0,4,2006,wd,normal,115000,5,9,5
1296,20,rl,70,8400,pave,nothing,reg,lvl,allpub,inside,3,names,feedr,norm,1fam,1story,5,5,1968,1968,hip,compshg,hdboard,hdboard,brkface,168,3,3,cblock,3,3,3,4,1016,1,0,36,1052,gasa,4,y,sbrkr,1052,0,0,1052,1,0,1,1,3,1,3,5,8,0,0,attchd,1968,2,1,288,3,3,y,356,0,0,0,0,0,0,gdwo,nothing,0,11,2006,wd,normal,138500,6,6,6
1297,20,rl,80,8700,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,6,1963,1963,hip,compshg,metalsd,metalsd,brkface,148,3,4,cblock,3,3,2,5,776,1,0,344,1120,gasa,4,y,sbrkr,1128,0,0,1128,1,0,2,0,3,1,3,6,8,0,0,attchd,1963,2,2,525,3,3,y,192,20,123,0,0,0,0,mnprv,nothing,0,12,2008,wd,normal,155000,6,6,6
1298,180,rm,35,3675,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,twnhse,sfoyer,6,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,82,3,3,pconc,4,3,4,6,547,1,0,0,547,gasa,4,y,sbrkr,1072,0,0,1072,1,0,2,0,2,1,3,5,8,0,0,basment,2005,3,2,525,3,3,y,0,44,0,0,0,0,0,nothing,nothing,0,6,2006,new,partial,140000,10,10,10
1299,60,rl,313,63887,pave,nothing,ir3,bnk,allpub,corner,3,edwards,feedr,norm,1fam,2story,10,5,2008,2008,hip,clytile,stucco,stucco,stone,796,5,3,pconc,5,3,4,6,5644,1,0,466,6110,gasa,5,y,sbrkr,4692,950,0,5642,2,0,2,1,3,1,5,12,8,3,4,attchd,2008,3,2,1418,3,3,y,214,292,0,0,0,480,4,nothing,nothing,0,1,2008,new,partial,160000,10,10,10
1300,20,rl,75,7500,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,5,7,1959,1994,hip,compshg,brkface,brkface,nothing,0,3,3,cblock,3,3,1,2,340,3,906,0,1246,gasa,5,y,sbrkr,1246,0,0,1246,1,0,1,1,3,1,4,6,8,0,0,attchd,1959,2,1,305,3,3,y,218,0,0,0,0,0,0,gdprv,nothing,0,5,2010,wd,normal,154000,5,9,5
1301,60,rl,0,10762,pave,nothing,ir1,lvl,allpub,culdsac,3,gilbert,norm,norm,1fam,2story,7,5,1999,1999,gable,compshg,vinylsd,vinylsd,nothing,344,4,3,pconc,4,3,1,6,694,1,0,284,978,gasa,5,y,sbrkr,1005,978,0,1983,0,0,2,1,3,1,4,9,8,1,3,attchd,1999,3,2,490,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,5,2009,wd,normal,225000,9,9,9
1302,70,rl,0,7500,pave,nothing,ir1,bnk,allpub,inside,3,crawfor,norm,norm,1fam,2story,6,7,1942,1950,gable,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,1,4,547,1,0,224,771,gasa,2,y,sbrkr,753,741,0,1494,0,0,1,0,3,1,4,7,8,2,4,attchd,1942,1,1,213,3,3,p,0,0,0,0,224,0,0,nothing,nothing,0,11,2009,wd,normal,177500,4,5,4
1303,60,rl,92,10120,pave,nothing,reg,lvl,allpub,inside,3,noridge,norm,norm,1fam,2story,8,5,1994,1994,hip,compshg,vinylsd,vinylsd,brkface,391,4,3,pconc,4,3,1,6,740,1,0,425,1165,gasa,5,y,sbrkr,1203,1323,0,2526,1,0,2,1,4,1,4,8,8,1,3,attchd,1994,2,3,844,3,3,y,309,78,0,0,0,0,0,nothing,nothing,0,12,2006,wd,normal,290000,9,9,9
1304,20,rl,73,8688,pave,nothing,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,1story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,228,4,3,pconc,4,3,3,1,0,1,0,1616,1616,gasa,5,y,sbrkr,1616,0,0,1616,0,0,2,0,3,1,4,7,8,0,0,attchd,2005,2,3,834,3,3,y,208,59,0,0,0,0,0,nothing,nothing,0,4,2006,wd,normal,232000,10,10,10
1305,160,rm,32,3363,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,twnhse,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,stone,117,4,3,pconc,4,3,1,1,0,1,0,976,976,gasa,5,y,sbrkr,976,732,0,1708,0,0,2,0,3,1,4,7,4,0,0,detchd,2004,1,2,380,3,3,y,0,40,0,0,0,0,0,nothing,nothing,0,4,2006,wd,normal,130000,10,10,10
1306,20,rl,108,13173,pave,nothing,ir1,lvl,allpub,corner,3,nridght,norm,norm,1fam,1story,9,5,2006,2007,hip,compshg,vinylsd,vinylsd,stone,300,4,3,pconc,5,3,1,6,1572,1,0,80,1652,gasa,5,y,sbrkr,1652,0,0,1652,1,0,2,0,2,1,5,6,8,2,5,attchd,2006,3,2,840,3,3,y,404,102,0,0,0,0,0,nothing,nothing,0,11,2009,wd,normal,325000,10,10,10
1307,120,rl,48,6955,pave,nothing,ir1,lvl,allpub,inside,3,nridght,norm,norm,twnhse,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,stone,94,4,3,pconc,4,3,1,1,0,1,0,1368,1368,gasa,5,y,sbrkr,1368,0,0,1368,0,0,2,0,2,1,4,6,8,1,4,attchd,2005,2,2,474,3,3,y,132,35,0,0,0,0,0,nothing,nothing,0,9,2006,new,partial,202500,10,10,10
1308,20,rl,60,8072,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,5,5,1994,1995,gable,compshg,vinylsd,vinylsd,nothing,0,3,4,pconc,4,4,1,5,746,1,0,244,990,gasa,5,y,sbrkr,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,detchd,2000,1,2,480,3,3,y,0,64,0,0,0,0,0,nothing,nothing,0,5,2009,wd,normal,138000,9,9,10
1309,20,rm,100,12000,pave,nothing,reg,lvl,allpub,inside,3,oldtown,norm,norm,1fam,1story,5,7,1948,2005,gable,compshg,metalsd,metalsd,nothing,0,3,3,cblock,3,3,1,6,144,5,608,172,924,gasa,5,y,sbrkr,1122,0,0,1122,1,0,1,0,2,1,4,6,8,0,0,attchd,1948,1,2,528,3,3,y,0,36,0,0,0,0,0,gdwo,nothing,0,5,2008,wd,normal,147000,4,10,4
1310,20,rl,0,7153,pave,nothing,reg,lvl,allpub,inside,3,sawyerw,norm,norm,1fam,1story,6,5,1991,1991,gable,compshg,hdboard,hdboard,brkface,88,3,3,cblock,4,3,1,6,1200,1,0,78,1278,gasa,4,y,sbrkr,1294,0,0,1294,1,0,2,0,3,1,4,6,8,0,0,attchd,1991,2,2,496,3,3,y,112,51,0,0,0,0,0,gdwo,nothing,0,6,2008,wd,normal,179200,9,9,9
1311,20,rl,100,17500,pave,nothing,reg,lvl,allpub,inside,3,crawfor,posa,norm,1fam,1story,7,8,1959,2002,gable,compshg,brkface,hdboard,nothing,0,4,4,pconc,4,3,3,6,1406,1,0,496,1902,gasa,3,y,sbrkr,1902,0,0,1902,1,0,2,0,3,1,5,7,8,2,3,attchd,1959,3,2,567,3,3,y,0,207,162,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,335000,5,10,5
1312,20,rl,68,8814,pave,nothing,reg,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,7,5,2005,2007,gable,compshg,vinylsd,vinylsd,brkface,80,4,3,pconc,4,3,1,6,925,1,0,349,1274,gasa,5,y,sbrkr,1274,0,0,1274,1,0,2,0,3,1,4,6,8,0,0,attchd,2005,2,2,508,3,3,y,264,98,0,0,0,0,0,nothing,nothing,0,1,2007,new,partial,203000,10,10,10
1313,60,rl,0,9572,pave,nothing,ir1,lvl,allpub,inside,3,noridge,norm,norm,1fam,2story,8,5,1990,1990,gable,compshg,wd sdng,wd sdng,brkface,336,4,3,pconc,5,3,1,6,482,1,0,971,1453,gasa,5,y,sbrkr,1453,1357,0,2810,0,0,2,1,4,1,4,9,8,1,5,attchd,1990,2,2,750,4,4,y,500,0,0,0,0,0,0,nothing,nothing,0,6,2007,wd,normal,302000,9,9,9
1314,60,rl,108,14774,pave,nothing,ir1,lvl,allpub,corner,3,noridge,norm,norm,1fam,2story,9,5,1999,1999,gable,compshg,vinylsd,vinylsd,brkface,165,4,3,pconc,4,3,1,1,0,1,0,1393,1393,gasa,5,y,sbrkr,1422,1177,0,2599,0,0,2,1,4,1,4,10,8,1,3,builtin,1999,3,3,779,3,3,y,668,30,0,0,0,0,0,nothing,nothing,0,5,2010,wd,normal,333168,9,9,9
1315,20,rl,60,8190,pave,nothing,reg,lvl,allpub,inside,3,edwards,norm,norm,1fam,1story,4,6,1954,1954,hip,compshg,wd sdng,wd sdng,nothing,0,3,3,cblock,3,3,1,3,732,1,0,216,948,gasa,5,y,sbrkr,948,0,0,948,1,0,1,0,3,1,3,5,8,1,3,detchd,1956,1,1,280,3,3,y,0,36,0,0,0,0,0,nothing,nothing,0,10,2007,wd,normal,119000,5,5,5
1316,60,rl,85,11075,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,2story,6,5,1969,1969,gable,compshg,hdboard,hdboard,nothing,0,3,3,cblock,2,3,2,5,500,2,276,176,952,gasa,3,y,sbrkr,1092,1020,0,2112,0,0,2,1,4,1,3,9,8,2,4,attchd,1969,1,2,576,3,3,y,280,0,0,0,0,0,0,nothing,nothing,0,6,2008,wd,normal,206900,6,6,6
1317,20,rl,61,10226,pave,nothing,ir1,lvl,allpub,inside,3,collgcr,norm,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,270,4,3,pconc,5,3,4,1,0,1,0,1622,1622,gasa,5,y,sbrkr,1630,0,0,1630,1,0,2,0,3,1,5,8,8,1,4,attchd,2008,2,3,860,3,3,y,172,42,0,0,0,0,0,nothing,nothing,0,1,2009,wd,normal,295493,10,10,10
1318,120,fv,47,4230,pave,pave,reg,lvl,allpub,corner,3,somerst,norm,norm,twnhse,1story,7,5,2006,2007,gable,compshg,vinylsd,vinylsd,nothing,0,4,3,pconc,5,4,1,1,0,1,0,1352,1352,gasa,5,y,sbrkr,1352,0,0,1352,0,0,2,0,2,1,4,5,8,1,4,attchd,2006,2,2,466,3,3,y,0,241,0,0,0,0,0,nothing,nothing,0,4,2007,new,partial,208900,10,10,10
1319,20,rl,0,14781,pave,nothing,ir2,lvl,allpub,culdsac,3,collgcr,norm,norm,1fam,1story,8,5,2001,2002,hip,compshg,vinylsd,vinylsd,brkface,178,4,3,pconc,4,3,4,1,0,1,0,1753,1753,gasa,5,y,sbrkr,1787,0,0,1787,0,0,2,0,3,1,4,7,8,1,3,attchd,2001,2,3,748,3,3,y,198,150,0,0,0,0,0,nothing,nothing,0,8,2006,wd,normal,275000,10,10,10
1320,20,rl,75,10215,pave,nothing,reg,bnk,allpub,inside,3,edwards,norm,norm,1fam,1story,4,5,1954,1954,hip,compshg,wd sdng,wd sdng,brkface,132,3,3,pconc,3,3,1,5,492,1,0,372,864,gasa,5,y,sbrkr,948,0,0,948,0,0,1,0,3,1,3,5,8,0,0,attchd,1954,1,1,248,3,3,y,0,0,0,0,0,0,0,nothing,nothing,0,2,2007,wd,normal,111000,5,5,5
1321,20,rl,70,8400,pave,nothing,reg,lvl,allpub,inside,3,names,norm,norm,1fam,1story,6,3,1957,1957,hip,compshg,brkface,brkface,nothing,0,3,3,cblock,3,3,1,5,189,3,661,628,1478,gasa,4,y,sbrkr,1478,0,0,1478,1,0,1,1,3,1,3,6,8,2,4,attchd,1957,2,2,442,3,3,y,114,0,0,0,216,0,0,nothing,nothing,0,6,2009,wd,normal,156500,5,5,5
1322,20,rl,0,6627,pave,nothing,ir1,lvl,allpub,corner,3,brkside,feedr,norm,1fam,1story,3,6,1949,1950,hip,compshg,vinylsd,vinylsd,nothing,0,3,3,cblock,0,0,0,0,0,0,0,0,0,floor,3,n,sbrkr,720,0,0,720,0,0,1,0,2,1,3,4,8,0,0,detchd,1955,1,1,287,3,2,y,0,0,0,0,0,0,0,nothing,nothing,0,7,2008,wd,normal,72500,4,5,5
1323,60,rl,107,10186,pave,nothing,ir1,lvl,allpub,inside,3,noridge,norm,norm,1fam,2story,7,5,1992,1992,gable,compshg,hdboard,hdboard,nothing,0,4,3,pconc,4,3,1,6,674,1,0,76,750,gasa,5,y,sbrkr,1061,862,0,1923,1,0,2,1,3,1,4,8,8,1,3,attchd,1992,2,2,564,3,3,y,240,39,0,0,0,0,0,nothing,nothing,0,6,2010,wd,normal,190000,9,9,9
1324,30,rl,50,5330,pave,nothing,reg,hls,allpub,inside,3,brkside,norm,norm,1fam,1story,4,7,1940,1950,hip,compshg,vinylsd,vinylsd,nothing,0,2,3,cblock,3,3,1,2,280,1,0,140,420,gasa,4,y,sbrkr,708,0,0,708,0,0,1,0,2,1,2,5,8,0,0,nothing,1940,0,0,0,0,0,y,164,0,0,0,0,0,0,nothing,nothing,0,12,2009,wd,normal,82500,4,5,4
1325,20,rl,75,9986,pave,nothing,reg,lvl,allpub,inside,3,somerst,norm,norm,1fam,1story,8,5,2006,2007,gable,compshg,vinylsd,vinylsd,brkface,428,4,3,pconc,5,3,3,1,0,1,0,1795,1795,gasa,5,y,sbrkr,1795,0,0,1795,0,0,2,0,2,1,4,7,8,1,4,attchd,2007,2,3,895,3,3,y,0,49,0,0,0,0,0,nothing,nothing,0,2,2007,new,partial,147000,10,10,10
1326,30,rm,40,3636,pave,nothing,reg,lvl,allpub,inside,3,idotrr,norm,norm,1fam,1story,4,4,1922,1950,gable,compshg,asbshng,asbshng,nothing,0,3,3,brktil,3,2,1,1,0,1,0,796,796,gasa,2,n,sbrkr,796,0,0,796,0,0,1,0,2,1,3,5,8,0,0,nothing,1922,0,0,0,0,0,n,0,0,100,0,0,0,0,mnprv,nothing,0,1,2008,wd,normal,55000,2,5,2
